Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,PP_0812_15,1111423.667,0.202296921,-0.694010728
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,PP_0812_15,1475229.667,0.262491491,-0.580884769
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,PP_0812_15,594728.3,0.108548293,-0.964377003
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,PP_0812_15,499369.4667,0.090893246,-1.041468384
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,PP_0812_15,494513.626,0.087990109,-1.055566144
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,PP_0812_15,3506666.667,0.640027857,-0.193801123
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,PP_0812_15,3272545.667,0.595655762,-0.225004653
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,PP_0812_15,3347195.333,0.595575262,-0.22506335
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,PP_0812_15,1286148,0.234744453,-0.629404661
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,PP_0812_15,1239252.333,0.225563787,-0.646730623
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,PP_0812_15,1221459,0.21733741,-0.662865513
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,PP_0812_15,4140913.333,0.755788941,-0.121599467
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,PP_0812_15,4341431.333,0.790210084,-0.102257432
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,PP_0812_15,4250413,0.756287155,-0.121313276
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,PP_0812_15,749890.6667,0.136868132,-0.86369766
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,PP_0812_15,774730.3333,0.141013338,-0.850739808
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,PP_0812_15,704736.6667,0.125395647,-0.901717539
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,PP_0812_15,145251.0667,0.026510854,-1.576576278
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,PP_0812_15,55474.7,0.010097285,-1.995795406
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,PP_0812_15,114308.8333,0.020339271,-1.691664615
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],PP_0812_15,108092.4333,0.019728755,-1.704900314
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],PP_0812_15,98006.06667,0.017838675,-1.748637409
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],PP_0812_15,110206.2,0.019609279,-1.707538379
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,PP_0812_15,42337.30667,0.007727297,-2.111972382
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,PP_0812_15,12430.23333,0.002262502,-2.645411088
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,PP_0812_15,34454.31867,0.006130547,-2.212500741
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,PP_0812_15,84437.34667,0.015411289,-1.81216103
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,PP_0812_15,188113.3333,0.034239642,-1.46547079
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,PP_0812_15,75691.98533,0.013468074,-1.87069451
Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,PP_0812_15,53977.00667,0.009851746,-2.006486811
Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,PP_0812_15,90928.53333,0.01655045,-1.781190183
Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,PP_0812_15,69997.16667,0.01245478,-1.904663946
Q88C03,Q88C03_PSEPK,Copa-ii,Copper resistance protein A,PP_0812_15,49115.74,0.00896448,-2.047474916
Q88C03,Q88C03_PSEPK,Copa-ii,Copper resistance protein A,PP_0812_15,14873.66667,0.002707246,-2.567472324
Q88C03,Q88C03_PSEPK,Copa-ii,Copper resistance protein A,PP_0812_15,9586.485333,0.001705749,-2.768084995
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,PP_0812_15,60562.01333,0.011053624,-1.956495304
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,PP_0812_15,32029.73333,0.005829925,-2.234337046
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,PP_0812_15,46764.426,0.008320917,-2.079828799
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,PP_0812_15,10480.58,0.001912889,-2.718310291
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,PP_0812_15,35515.6,0.006464408,-2.189471213
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,PP_0812_15,34943.83333,0.006217648,-2.206373862
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,PP_0812_15,39298.59333,0.007172679,-2.144318603
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,PP_0812_15,50431.46667,0.009179335,-2.03718877
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,PP_0812_15,48574.652,0.008643015,-2.063334709
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,PP_0812_15,65846.20667,0.012018082,-1.920164847
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,PP_0812_15,1113707.267,0.202712572,-0.693119315
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,PP_0812_15,1349445.633,0.240110408,-0.619589015
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,PP_0812_15,67934.43333,0.01239922,-1.906605651
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,PP_0812_15,70542.73333,0.012839908,-1.891438085
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,PP_0812_15,55419.99267,0.009861025,-2.006077943
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,PP_0812_15,402122.9,0.073394446,-1.134336802
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,PP_0812_15,270040.4667,0.049151693,-1.308461519
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,PP_0812_15,369576.2,0.065759665,-1.182040411
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,PP_0812_15,467955.84,0.085410107,-1.068490736
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,PP_0812_15,300194,0.054640119,-1.262488361
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,PP_0812_15,363486.1593,0.064676048,-1.189256528
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,PP_0812_15,0,1.00E-05,-5
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,PP_0812_15,786.478,0.00013994,-3.854057828
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,PP_0812_15,0,1.00E-05,-5
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,PP_0812_15,5360.218667,0.000953758,-3.0205619
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0812_15,177468.2,0.032391043,-1.489575064
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0812_15,146182.9333,0.026607637,-1.574993696
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0812_15,186007.4927,0.033096802,-1.480213968
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0812_15,287543.2667,0.052481664,-1.279992406
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0812_15,303782.5333,0.05529329,-1.257327569
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0812_15,276830.5667,0.04925719,-1.307530365
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0812_15,137472.5067,0.025091131,-1.600479756
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0812_15,287936,0.052408967,-1.280594402
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0812_15,308828.3333,0.054950637,-1.260027269
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,PP_0812_15,16631.11333,0.003035468,-2.517774285
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,PP_0812_15,27700.33333,0.005041905,-2.297405374
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,PP_0812_15,16505.01867,0.002936781,-2.532128387
Q88C54,Q88C54_PSEPK,Pp_5329,Phosphate-binding protein,PP_0812_15,33472.21333,0.006109263,-2.214011177
Q88C54,Q88C54_PSEPK,Pp_5329,Phosphate-binding protein,PP_0812_15,18938.23333,0.003447062,-2.462550906
Q88C54,Q88C54_PSEPK,Pp_5329,Phosphate-binding protein,PP_0812_15,31931.81867,0.005681712,-2.245520753
Q88C58,Q88C58_PSEPK,Phou,Phosphate-specific transport system accessory protein PhoU,PP_0812_15,24896.81333,0.004544103,-2.342551845
Q88C58,Q88C58_PSEPK,Phou,Phosphate-specific transport system accessory protein PhoU,PP_0812_15,26012.26667,0.004734649,-2.324712171
Q88C58,Q88C58_PSEPK,Phou,Phosphate-specific transport system accessory protein PhoU,PP_0812_15,28448.75933,0.005061963,-2.295681076
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,PP_0812_15,0,1.00E-05,-5
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,PP_0812_15,786.478,0.00013994,-3.854057828
Q88C64,Q88C64_PSEPK,Pp_5319,Lipoprotein,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88C64,Q88C64_PSEPK,Pp_5319,Lipoprotein,PP_0812_15,0,1.00E-05,-5
Q88C64,Q88C64_PSEPK,Pp_5319,Lipoprotein,PP_0812_15,10938.01867,0.00194623,-2.710805747
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,PP_0812_15,129870.5,0.023703632,-1.625185095
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,PP_0812_15,79386.06667,0.014449536,-1.840146084
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,PP_0812_15,50940.69267,0.009064011,-2.042679561
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,PP_0812_15,151445.3333,0.027641416,-1.558439713
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,PP_0812_15,118288.3,0.021530366,-1.666948578
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,PP_0812_15,126023,0.022423604,-1.649294593
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,PP_0812_15,74537.96667,0.01360448,-1.866318067
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,PP_0812_15,60654.26667,0.011040049,-1.957029012
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,PP_0812_15,59849.75933,0.010649225,-1.972681998
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,PP_0812_15,108380.9667,0.019781418,-1.703742588
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,PP_0812_15,70268.86667,0.01279006,-1.89312742
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,PP_0812_15,97539.16667,0.0173554,-1.760565366
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,PP_0812_15,754565.3333,0.13772134,-0.860998759
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,PP_0812_15,690901.3333,0.125755116,-0.900474338
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,PP_0812_15,699233,0.124416365,-0.90512249
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",PP_0812_15,79559.63333,0.014521021,-1.838002835
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",PP_0812_15,38421.76667,0.006993377,-2.155313038
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",PP_0812_15,110957.3333,0.01974293,-1.704588396
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,PP_0812_15,187972.5067,0.034308263,-1.464601275
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,PP_0812_15,161373.7667,0.029372612,-1.532057433
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,PP_0812_15,150751.2593,0.026823568,-1.571483458
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,PP_0812_15,144329.1,0.026342579,-1.579341705
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,PP_0812_15,152183.0333,0.027699751,-1.557524132
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,PP_0812_15,165010.226,0.029360703,-1.532233548
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,PP_0812_15,133691.5067,0.024401033,-1.61259179
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,PP_0812_15,135576,0.024677005,-1.607707552
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,PP_0812_15,150000.6067,0.026690002,-1.573651391
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,PP_0812_15,171349.6667,0.031274304,-1.504812344
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,PP_0812_15,158521.5,0.028853454,-1.539802196
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,PP_0812_15,168846,0.030043213,-1.52225363
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,PP_0812_15,282622,0.051583447,-1.287489643
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,PP_0812_15,295196.6667,0.053730525,-1.26977892
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,PP_0812_15,269382.6667,0.047931966,-1.319374759
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,PP_0812_15,52306.46667,0.009546843,-2.020140224
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,PP_0812_15,33661.8,0.006126987,-2.212753033
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,PP_0812_15,35533.69267,0.006322603,-2.199104065
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,PP_0812_15,57331.11333,0.010463929,-1.980305232
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,PP_0812_15,48382.86667,0.008806457,-2.055198772
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,PP_0812_15,98330.08533,0.01749613,-1.757057991
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,PP_0812_15,146995.84,0.026829306,-1.571390564
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,PP_0812_15,162038,0.029493513,-1.530273495
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,PP_0812_15,219719.3333,0.039095238,-1.407876134
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,PP_0812_15,1032343.333,0.188420672,-0.724871451
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,PP_0812_15,907346,0.165151514,-0.78211744
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,PP_0812_15,942335.3333,0.167672202,-0.775538931
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,PP_0812_15,506092,0.092370621,-1.034466136
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,PP_0812_15,552679,0.100596436,-0.997417406
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,PP_0812_15,505651,0.089971811,-1.045893536
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,PP_0812_15,100684.24,0.018376631,-1.735734112
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,PP_0812_15,87765.4,0.015974709,-1.796567032
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,PP_0812_15,141685.2567,0.02521043,-1.598419746
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,PP_0812_15,46290.93333,0.008448903,-2.073199671
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,PP_0812_15,47928.16667,0.008723694,-2.059299552
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,PP_0812_15,42240.03333,0.00751588,-2.124020155
Q88CB0,Q88CB0_PSEPK,Lrp,Leucine-responsive regulatory protein,PP_0812_15,58337.90667,0.010647686,-1.972744767
Q88CB0,Q88CB0_PSEPK,Lrp,Leucine-responsive regulatory protein,PP_0812_15,69554.5,0.012660034,-1.897565136
Q88CB0,Q88CB0_PSEPK,Lrp,Leucine-responsive regulatory protein,PP_0812_15,60824.73333,0.010822705,-1.965664193
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,PP_0812_15,51458.11333,0.009392004,-2.027241749
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,PP_0812_15,75362,0.013717092,-1.862737953
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,PP_0812_15,1310.796667,0.000233233,-3.632209079
Q88CB2,DADX_PSEPK,Dadx,"Alanine racemase, catabolic",PP_0812_15,5148.52,0.000939695,-3.027013204
Q88CB2,DADX_PSEPK,Dadx,"Alanine racemase, catabolic",PP_0812_15,0,1.00E-05,-5
Q88CB2,DADX_PSEPK,Dadx,"Alanine racemase, catabolic",PP_0812_15,786.478,0.00013994,-3.854057828
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,PP_0812_15,450304.94,0.082188509,-1.085188897
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,PP_0812_15,148197.7667,0.026974369,-1.56904871
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,PP_0812_15,482503.8667,0.085853181,-1.066243609
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,PP_0812_15,125652.74,0.022933818,-1.639523645
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,PP_0812_15,166825.3333,0.030364884,-1.517628367
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,PP_0812_15,156662,0.027875281,-1.55478074
Q88CC3,Q88CC3_PSEPK,Amab,aldehyde dehydrogenase (NAD(+)),PP_0812_15,33458.18,0.006106702,-2.214193295
Q88CC3,Q88CC3_PSEPK,Amab,aldehyde dehydrogenase (NAD(+)),PP_0812_15,24355.46667,0.004433085,-2.353293913
Q88CC3,Q88CC3_PSEPK,Amab,aldehyde dehydrogenase (NAD(+)),PP_0812_15,26803.352,0.004769191,-2.321555297
Q88CC9,Q88CC9_PSEPK,Pp_5252,Amidohydrolase 3 domain-containing protein,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88CC9,Q88CC9_PSEPK,Pp_5252,Amidohydrolase 3 domain-containing protein,PP_0812_15,0,1.00E-05,-5
Q88CC9,Q88CC9_PSEPK,Pp_5252,Amidohydrolase 3 domain-containing protein,PP_0812_15,786.478,0.00013994,-3.854057828
Q88CE6,Q88CE6_PSEPK,Ubik,Ubiquinone biosynthesis accessory factor UbiK,PP_0812_15,85163.86667,0.015543892,-1.808440237
Q88CE6,Q88CE6_PSEPK,Ubik,Ubiquinone biosynthesis accessory factor UbiK,PP_0812_15,86330.5,0.015713535,-1.803726112
Q88CE6,Q88CE6_PSEPK,Ubik,Ubiquinone biosynthesis accessory factor UbiK,PP_0812_15,64914.43333,0.011550396,-1.937403137
Q88CE7,Q88CE7_PSEPK,Glnk,Activator of NRII(GlnL/NtrB) phosphatase,PP_0812_15,2354083.173,0.429661257,-0.366873805
Q88CE7,Q88CE7_PSEPK,Glnk,Activator of NRII(GlnL/NtrB) phosphatase,PP_0812_15,2035404,0.37047615,-0.431239745
Q88CE7,Q88CE7_PSEPK,Glnk,Activator of NRII(GlnL/NtrB) phosphatase,PP_0812_15,2431272.826,0.432602763,-0.363910711
Q88CE8,Q88CE8_PSEPK,Amtb,Ammonium transporter,PP_0812_15,238341,0.043501391,-1.361496851
Q88CE8,Q88CE8_PSEPK,Amtb,Ammonium transporter,PP_0812_15,241284.6667,0.043917676,-1.357360645
Q88CE8,Q88CE8_PSEPK,Amtb,Ammonium transporter,PP_0812_15,238733,0.04247839,-1.371831951
Q88CE9,Q88CE9_PSEPK,Pp_5232,Transcriptional regulator SutA RNAP-binding domain-containing protein,PP_0812_15,93387.9,0.017044921,-1.768404998
Q88CE9,Q88CE9_PSEPK,Pp_5232,Transcriptional regulator SutA RNAP-binding domain-containing protein,PP_0812_15,67943.96667,0.012366891,-1.907739471
Q88CE9,Q88CE9_PSEPK,Pp_5232,Transcriptional regulator SutA RNAP-binding domain-containing protein,PP_0812_15,106000.9,0.018861019,-1.724434854
Q88CF0,Q88CF0_PSEPK,Had,(S)-2-haloacid dehalogenase,PP_0812_15,80695.2,0.014728282,-1.831847906
Q88CF0,Q88CF0_PSEPK,Had,(S)-2-haloacid dehalogenase,PP_0812_15,67854.33333,0.012350576,-1.908312781
Q88CF0,Q88CF0_PSEPK,Had,(S)-2-haloacid dehalogenase,PP_0812_15,76667.7,0.013641685,-1.865131972
Q88CF2,Q88CF2_PSEPK,Pp_5229,DUF484 family protein,PP_0812_15,87897.74,0.016042871,-1.794717899
Q88CF2,Q88CF2_PSEPK,Pp_5229,DUF484 family protein,PP_0812_15,0,1.00E-05,-5
Q88CF2,Q88CF2_PSEPK,Pp_5229,DUF484 family protein,PP_0812_15,14548.48533,0.00258865,-2.586926626
Q88CF3,DAPF_PSEPK,Dapf,Diaminopimelate epimerase,PP_0812_15,51209.51333,0.00934663,-2.029344959
Q88CF3,DAPF_PSEPK,Dapf,Diaminopimelate epimerase,PP_0812_15,43288.76667,0.007879249,-2.103515156
Q88CF3,DAPF_PSEPK,Dapf,Diaminopimelate epimerase,PP_0812_15,45119.61867,0.008028252,-2.095378986
Q88CF4,Q88CF4_PSEPK,Lysa-ii,Diaminopimelate decarboxylase,PP_0812_15,159059.6,0.029031153,-1.537135722
Q88CF4,Q88CF4_PSEPK,Lysa-ii,Diaminopimelate decarboxylase,PP_0812_15,188989,0.034399027,-1.463453842
Q88CF4,Q88CF4_PSEPK,Lysa-ii,Diaminopimelate decarboxylase,PP_0812_15,192469.826,0.034246662,-1.465381753
Q88CF8,Q88CF8_PSEPK,Rnk,Regulator of nucleotide diphosphokinase,PP_0812_15,51628.46667,0.009423096,-2.025806381
Q88CF8,Q88CF8_PSEPK,Rnk,Regulator of nucleotide diphosphokinase,PP_0812_15,51925.56667,0.009451285,-2.024509124
Q88CF8,Q88CF8_PSEPK,Rnk,Regulator of nucleotide diphosphokinase,PP_0812_15,53226.76667,0.009470778,-2.023614322
Q88CG1,Q88CG1_PSEPK,Elbb,Glyoxalase,PP_0812_15,137539.2333,0.02510331,-1.600269009
Q88CG1,Q88CG1_PSEPK,Elbb,Glyoxalase,PP_0812_15,105399.3333,0.019184368,-1.717052505
Q88CG1,Q88CG1_PSEPK,Elbb,Glyoxalase,PP_0812_15,117055.326,0.020827962,-1.681353228
Q88CG4,PPK1_PSEPK,Ppk,Polyphosphate kinase,PP_0812_15,40080.94,0.007315471,-2.13575771
Q88CG4,PPK1_PSEPK,Ppk,Polyphosphate kinase,PP_0812_15,45422.9,0.008267696,-2.082615511
Q88CG4,PPK1_PSEPK,Ppk,Polyphosphate kinase,PP_0812_15,119281.926,0.021224147,-1.673169764
Q88CG5,Q88CG5_PSEPK,Ppx,Exopolyphosphatase,PP_0812_15,79516.48,0.014513145,-1.838238461
Q88CG5,Q88CG5_PSEPK,Ppx,Exopolyphosphatase,PP_0812_15,77456.4,0.014098306,-1.850833061
Q88CG5,Q88CG5_PSEPK,Ppx,Exopolyphosphatase,PP_0812_15,79041.88533,0.01406413,-1.851887116
Q88CG6,Q88CG6_PSEPK,Trxa,Thioredoxin,PP_0812_15,909544.3333,0.166007712,-0.779871736
Q88CG6,Q88CG6_PSEPK,Trxa,Thioredoxin,PP_0812_15,904659.6667,0.164662559,-0.783405141
Q88CG6,Q88CG6_PSEPK,Trxa,Thioredoxin,PP_0812_15,810325.3333,0.144183316,-0.84108499
Q88CG7,Q88CG7_PSEPK,Rho,Transcription termination factor Rho,PP_0812_15,623683.5667,0.113833134,-0.943731307
Q88CG7,Q88CG7_PSEPK,Rho,Transcription termination factor Rho,PP_0812_15,690691,0.125716832,-0.900606572
Q88CG7,Q88CG7_PSEPK,Rho,Transcription termination factor Rho,PP_0812_15,671430.1333,0.119469328,-0.922743579
Q88CG8,UBID_PSEPK,Ubid,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,PP_0812_15,91255.73333,0.016655764,-1.778435449
Q88CG8,UBID_PSEPK,Ubid,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,PP_0812_15,87682.8,0.015959675,-1.796975959
Q88CG8,UBID_PSEPK,Ubid,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,PP_0812_15,71045.53333,0.012641318,-1.898207628
Q88CH4,Q88CH4_PSEPK,Rbba,Ribosome-associated ATPase,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88CH4,Q88CH4_PSEPK,Rbba,Ribosome-associated ATPase,PP_0812_15,0,1.00E-05,-5
Q88CH4,Q88CH4_PSEPK,Rbba,Ribosome-associated ATPase,PP_0812_15,786.478,0.00013994,-3.854057828
Q88CH5,Q88CH5_PSEPK,Yhii,Translation-related protein,PP_0812_15,25659.21333,0.004683254,-2.329452271
Q88CH5,Q88CH5_PSEPK,Yhii,Translation-related protein,PP_0812_15,22349.13333,0.0040679,-2.390629682
