Protein.Group,Protein.Names,Protein,Protein.Description,%_of protein_abundance_Top3-method,Rank
Q88QF1,Q88QF1_PSEPK,Eutb,"Ethanolamine ammonia-lyase, heavy subunit",0.010985037555555556,1041.0
Q88M10,UBIG_PSEPK,Ubig,Ubiquinone biosynthesis O-methyltransferase,0.010946656611111112,1042.0
Q88E96,Q88E96_PSEPK,Pp_4570,Uncharacterized protein,0.01092606861111111,1043.0
Q88PQ3,Q88PQ3_PSEPK,Frua,"Phosphotransferase system, fructose-specific IIBC component",0.010895312571428572,1044.0
Q88MR0,Q88MR0_PSEPK,Pp_1510,"Carboxyvinyl-carboxyphosphonate phosphorylmutase, putative",0.010886121666666667,1045.0
Q88F21,Q88F21_PSEPK,Xdha,"Xanthine dehydrogenase, XdhA subunit",0.010883483888888889,1046.0
Q88NB0,Q88NB0_PSEPK,Pp_1302,GTP cyclohydrolase 1 type 2 homolog,0.01087834861111111,1047.0
Q88RJ0,Q88RJ0_PSEPK,Pp_0139,"Lipoprotein, putative",0.010848024722222223,1048.0
Q88H70,Q88H70_PSEPK,Pp_3491,Enoly-coenzyme A hydratase/isomerase family protein,0.010838111944444444,1049.0
Q88KL3,Q88KL3_PSEPK,Pp_2277,Uncharacterized protein,0.010833674333333333,1050.0
Q88KD5,Q88KD5_PSEPK,Pp_2355,Response regulator,0.010801394444444444,1051.0
Q88DW4,Q88DW4_PSEPK,Pp_4704,Uncharacterized protein,0.010796005777777777,1052.0
Q88C04,Q88C04_PSEPK,Copb,Copper resistance protein B,0.010790969055555556,1053.0
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,0.010725772666666668,1054.0
Q88D88,Q88D88_PSEPK,Pp_4939,Uncharacterized protein,0.010719751333333333,1055.0
Q88QV8,PQQE_PSEPK,Pqqe,Coenzyme PQQ synthesis protein E,0.01070914538888889,1056.0
Q88I74,Q88I74_PSEPK,Pp_3127,"Exopolysaccharide transport protein, putative",0.010678278555555556,1057.0
Q88CW7,BETB_PSEPK,Betb,NAD/NADP-dependent betaine aldehyde dehydrogenase,0.010642404166666668,1058.0
Q88P80,NDPA_PSEPK,Pp_0973,Nucleoid-associated protein PP_0973,0.010608982,1059.0
Q88D92,MSBA_PSEPK,Msba,Lipid A export ATP-binding/permease protein MsbA,0.010592266833333332,1060.0
Q88R51,Q88R51_PSEPK,Pp_0283,"Amino acid ABC transporter, ATP-binding protein",0.010582467277777778,1061.0
Q88IV9,Q88IV9_PSEPK,Xtha,Exodeoxyribonuclease III,0.010578424166666666,1062.0
Q88CY4,THII_PSEPK,Thii,tRNA sulfurtransferase,0.010564326277777779,1063.0
Q88DN6,YBEY_PSEPK,Ybey,Endoribonuclease YbeY,0.010560789222222223,1064.0
Q88PB1,Q88PB1_PSEPK,Pp_0939,Carbon-nitrogen hydrolase family protein,0.010551065,1065.0
Q88EI2,Q88EI2_PSEPK,Aruf,Arginine N-succinyltransferase,0.010523909,1066.0
Q88PQ1,Q88PQ1_PSEPK,Pp_0797,Uncharacterized protein,0.010495626388888889,1067.0
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,0.010493829666666668,1068.0
Q88CN9,TYSY_PSEPK,Thya,Thymidylate synthase,0.010447549333333334,1069.0
Q88NK0,Q88NK0_PSEPK,Pp_1207,Uncharacterized protein,0.010420778666666667,1070.0
Q88N94,Q88N94_PSEPK,Petb,Cytochrome b,0.01039526788888889,1071.0
Q88Q65,COAE_PSEPK,Coae,Dephospho-CoA kinase,0.010370863777777777,1072.0
Q88JV2,Q88JV2_PSEPK,Pp_2545,"Trans-aconitate methyltransferase, putative",0.010369730555555555,1073.0
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,0.010347175722222221,1074.0
Q88E83,Q88E83_PSEPK,Pp_4583,"Peptidase, putative",0.010331389333333333,1075.0
Q88CI7,GCST_PSEPK,Gcvt,Aminomethyltransferase,0.01032984811111111,1076.0
Q88LW1,Q88LW1_PSEPK,Pp_1816,"Alcohol dehydrogenase, zinc-containing",0.010314429944444444,1077.0
Q88ER1,CHER2_PSEPK,Cher2,Chemotaxis protein methyltransferase Cher2,0.010310886,1078.0
Q88L76,Y2059_PSEPK,Pp_2059,UPF0337 protein PP_2059,0.010305300055555557,1079.0
Q88L08,Q88L08_PSEPK,Pp_2129,Uncharacterized protein,0.010303757666666667,1080.0
Q88MT0,Q88MT0_PSEPK,Pp_1488,Methyl-accepting chemotaxis transducer,0.010256845611111112,1081.0
Q88MH4,DXR_PSEPK,Dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase,0.010249810055555555,1082.0
Q88JI3,Q88JI3_PSEPK,Pp_2666,Uncharacterized protein,0.010249729166666667,1083.0
Q88NY3,Q88NY3_PSEPK,Pp_1070,"Amino acid ABC transporter, permease protein",0.010242283857142858,1084.0
Q88F12,Q88F12_PSEPK,Pp_4287,Uncharacterized protein,0.010224101222222223,1085.0
Q88FU4,Q88FU4_PSEPK,Pp_3988,Uncharacterized protein,0.010197303611111111,1086.0
Q88RQ5,Q88RQ5_PSEPK,Aroe-1,Shikimate dehydrogenase (NADP(+)),0.010196515555555556,1087.0
Q88D58,Q88D58_PSEPK,Pp_4969,Uncharacterized protein,0.01019361661111111,1088.0
Q88MB6,Q88MB6_PSEPK,Pp_1658,Uncharacterized protein,0.0101715825,1089.0
Q88K43,Q88K43_PSEPK,Pp_2449,Uncharacterized protein,0.01015619238888889,1090.0
Q88I16,Q88I16_PSEPK,Pp_3186,"Transcriptional activator, putative",0.01014641438888889,1091.0
Q88FF0,Q88FF0_PSEPK,Pp_4147,"Peptide ABC transporter, periplamic peptide-binding protein",0.010138199166666667,1092.0
Q88PS1,Q88PS1_PSEPK,Pp_0777,Glutathione peroxidase,0.010093041444444444,1093.0
Q88H18,Q88H18_PSEPK,Pp_3547,"Oxidoreductase, short chain dehydrogenase/reductase family",0.010083138277777778,1094.0
Q88KB4,Q88KB4_PSEPK,Cti,Esterified fatty acid cis/trans isomerase,0.010079269444444445,1095.0
P0A130,Y1224_PSEPK,Pp_1224,Uncharacterized protein PP_1224,0.0100754545,1096.0
Q88FI4,EFG2_PSEPK,Fusb,Elongation factor G 2,0.010062931,1097.0
Q88MF1,SURE_PSEPK,Sure,5'-nucleotidase SurE,0.010055519142857143,1098.0
Q88RD6,Q88RD6_PSEPK,Pp_0196,"ABC transporter, ATP-binding protein, putative",0.010044130944444445,1099.0
Q88N36,Q88N36_PSEPK,Pcad,3-oxoadipate enol-lactone hydrolase,0.010013343444444444,1100.0
Q88QJ2,Q88QJ2_PSEPK,Pp_0500,dTDP-4-rhamnose reductase-related protein,0.010012904611111111,1101.0
Q88DX6,Q88DX6_PSEPK,Pp_4692,"Aminotransferase, class I",0.0099647665,1102.0
Q88I99,Q88I99_PSEPK,Pp_3100,Uncharacterized protein,0.009947058818181817,1103.0
Q88DK8,Q88DK8_PSEPK,Pp_4817,MaoC domain protein,0.009944691666666667,1104.0
Q88FX8,NICB_PSEPK,Nicb,Nicotinate dehydrogenase subunit B,0.009915312222222222,1105.0
Q88HJ7,Q88HJ7_PSEPK,Pp_3359,"Hydroxycinnamic acid degradation regulator, putative",0.009901657142857142,1106.0
Q88DV0,RLME_PSEPK,Rlme,Ribosomal RNA large subunit methyltransferase E,0.009900430555555555,1107.0
Q88PW3,Q88PW3_PSEPK,Pp_0735,"Molybdopterin biosynthesis MoeB protein, putative",0.009878922388888888,1108.0
Q88PU9,Q88PU9_PSEPK,Pp_0749,Uncharacterized protein,0.0098481225,1109.0
Q88GL4,Q88GL4_PSEPK,Pp_3707,Uncharacterized protein,0.00983297861111111,1110.0
Q88JW1,Q88JW1_PSEPK,Pp_2536,Glutathione S-transferase family protein,0.009779708444444445,1111.0
Q88GL6,Q88GL6_PSEPK,Pp_3705,Uncharacterized protein,0.009763344,1112.0
Q88QT7,APAG_PSEPK,Apag,Protein ApaG,0.009759143388888888,1113.0
Q88RF7,Q88RF7_PSEPK,Pp_0173,Transcriptional factor-related protein,0.009756698555555556,1114.0
Q88F48,Q88F48_PSEPK,Ccoo-1,"Cytochrome c oxidase, cbb3-type, subunit II",0.009747811666666667,1115.0
Q9Z408,CSD_PSEPK,Csda,Probable cysteine desulfurase,0.009734620833333334,1116.0
Q88KY4,LOLD_PSEPK,Lold,Lipoprotein-releasing system ATP-binding protein LolD,0.009713258388888889,1117.0
Q88N18,Q88N18_PSEPK,Pp_1398,Uncharacterized protein,0.009701568714285713,1118.0
Q88F44,Q88F44_PSEPK,Ccon-2,"Cytochrome c oxidase, cbb3-type, subunit I",0.009701491277777778,1119.0
Q88E36,Q88E36_PSEPK,Pp_4632,"Oxidoreductase, short-chain dehydrogenase/reductase family",0.009699542166666667,1120.0
Q88IN0,Q88IN0_PSEPK,Pp_2969,Uncharacterized protein,0.009687548,1121.0
Q88PD6,Q88PD6_PSEPK,Pp_0914,GGDEF domain protein,0.009683000444444444,1122.0
Q88RT3,Q88RT3_PSEPK,Pp_0046,"Porin, putative",0.009681531611111112,1123.0
Q88E49,Q88E49_PSEPK,Pp_4619,"Maleylacetoacetate isomerase, putative",0.009677239722222222,1124.0
Q88CR6,Q88CR6_PSEPK,Pp_5114,Ribosomal RNA small subunit methyltransferase D,0.009643254777777778,1125.0
Q88RL8,Q88RL8_PSEPK,Pp_0111,Sco1/SenC family protein,0.009587519722222222,1126.0
Q88DC4,RSGA_PSEPK,Rsga,Putative ribosome biogenesis GTPase RsgA,0.009563793277777777,1127.0
Q88KT1,PHNX_PSEPK,Phnx,Phosphonoacetaldehyde hydrolase,0.00956364788888889,1128.0
Q88C51,Q88C51_PSEPK,Pp_5332,Uncharacterized protein,0.009557764166666666,1129.0
Q88DC2,Q88DC2_PSEPK,Pp_4905,"Motility protein, MotA family",0.009536731785714287,1130.0
Q88D04,OPGH_PSEPK,Opgh,Glucans biosynthesis glucosyltransferase H,0.009497486722222222,1131.0
Q88F99,Q88F99_PSEPK,Pp_4199,"Lipoprotein, putative",0.009474399055555556,1132.0
Q88CF8,Q88CF8_PSEPK,Rnk,Nucleoside diphosphate kinase regulator,0.009470459277777779,1133.0
Q88EQ1,Q88EQ1_PSEPK,Bkda2,"2-oxoisovalerate dehydrogenase, beta subunit",0.009453396277777778,1134.0
Q88NJ3,Y1214_PSEPK,Pp_1214,Probable transcriptional regulatory protein PP_1214,0.009373023000000001,1135.0
Q88PW4,Q88PW4_PSEPK,Hemk,Release factor glutamine methyltransferase,0.009366073888888889,1136.0
Q88DK6,Q88DK6_PSEPK,Pp_4819,Uncharacterized protein,0.009356074833333332,1137.0
Q88FF3,GLO2_PSEPK,Glob,Hydroxyacylglutathione hydrolase,0.009338972666666667,1138.0
Q88MI2,GLND_PSEPK,Glnd,Bifunctional uridylyltransferase/uridylyl-removing enzyme,0.00932692322222222,1139.0
Q88RI9,Q88RI9_PSEPK,Pp_0140,Uncharacterized protein,0.009303166555555555,1140.0
Q88DW9,PANB_PSEPK,Panb,3-methyl-2-oxobutanoate hydroxymethyltransferase,0.009301180818181818,1141.0
Q88E75,Q88E75_PSEPK,Rnd,Ribonuclease D,0.009299623277777778,1142.0
Q88NB7,RHLB_PSEPK,Rhlb,ATP-dependent RNA helicase RhlB,0.009295090222222222,1143.0
Q88PV1,Q88PV1_PSEPK,Pp_0747,"Hypoxanthine phosphoribosyltransferase, putative",0.009294371333333334,1144.0
Q88H38,Q88H38_PSEPK,Pp_3527,"Transcriptional regulator, TetR family",0.009253879,1145.0
Q88KI5,Q88KI5_PSEPK,Pp_2305,Uncharacterized protein,0.009253285,1146.0
Q88N13,Q88N13_PSEPK,Bglx,Periplasmic beta-glucosidase,0.009235665333333332,1147.0
Q88RK3,Q88RK3_PSEPK,Pp_0126,Cytochrome c4,0.00921146461111111,1148.0
Q88CI9,GCSP2_PSEPK,Gcvp2,Glycine dehydrogenase (decarboxylating) 2,0.009193976111111111,1149.0
Q88CT0,NTPA_PSEPK,Pp_5100,Non-canonical purine NTP pyrophosphatase,0.0091729175,1150.0
Q88EW8,Q88EW8_PSEPK,Pp_4334,ParA family protein,0.009172816785714286,1151.0
Q88EB1,Q88EB1_PSEPK,Pp_4555,Uncharacterized protein,0.009142917111111112,1152.0
Q88LQ5,Q88LQ5_PSEPK,Pp_1874,Glutathione peroxidase,0.009129556555555555,1153.0
Q88JI4,Q88JI4_PSEPK,Agmr,DNA-binding response regulator AgmR,0.009102841277777779,1154.0
Q88MZ1,Q88MZ1_PSEPK,Algt,RNA polymerase sigma factor,0.009096035222222222,1155.0
Q88QR3,Q88QR3_PSEPK,Pp_0425,Uncharacterized protein,0.0090653235,1156.0
Q88P32,HEXR_PSEPK,Hexr,HTH-type transcriptional regulator HexR,0.00904278,1157.0
Q88M34,Q88M34_PSEPK,Pp_1741,"Glycine betaine-binding protein, putative",0.009040862055555555,1158.0
Q88F31,Y4268_PSEPK,Pp_4268,Nucleoid-associated protein PP_4268,0.009007149666666665,1159.0
Q88CA8,Q88CA8_PSEPK,Pp_5273,"Oxidoreductase, putative",0.008963970277777778,1160.0
Q88N43,Q88N43_PSEPK,Pp_1373,Low-affinity inorganic phosphate transporter,0.008914777666666667,1161.0
Q88CE6,Q88CE6_PSEPK,Pp_5235,Uncharacterized protein,0.008905498277777778,1162.0
Q88DG9,Q88DG9_PSEPK,Pp_4856,"Bacterioferritin, putative",0.008899157277777778,1163.0
Q88NE0,Q88NE0_PSEPK,Pp_1272,"Multidrug efflux MFS membrane fusion protein, putative",0.008889105944444444,1164.0
Q88QZ3,Q88QZ3_PSEPK,Waaf,Heptosyltransferase II,0.008863325277777778,1165.0
Q88L83,Q88L83_PSEPK,Pp_2052,"Hydrolase, haloacid dehalogenase-like family",0.008835707333333333,1166.0
Q88DC3,Q88DC3_PSEPK,Pp_4904,"Motility protein, MotB family",0.008798072277777779,1167.0
Q88QI8,Q88QI8_PSEPK,Oprg,Outer membrane protein OprG,0.008739982388888888,1168.0
Q88MT2,Q88MT2_PSEPK,Pp_1486,"Polyamine ABC transporter, periplasmic polyamine-binding protein",0.008709681444444443,1169.0
Q88J06,URE3_PSEPK,Urea,Urease subunit gamma,0.008654519166666666,1170.0
Q88EQ2,Q88EQ2_PSEPK,Bkda1,"2-oxoisovalerate dehydrogenase, alpha subunit",0.008624763388888889,1171.0
Q88M88,Q88M88_PSEPK,Pp_1686,Glutathione peroxidase,0.008619935055555555,1172.0
Q88DF2,Q88DF2_PSEPK,Dnab,Replicative DNA helicase,0.008600331222222223,1173.0
Q88PJ1,Q88PJ1_PSEPK,Pp_0859,Carbon-nitrogen hydrolase family protein,0.008596663333333332,1174.0
Q88EW6,Q88EW6_PSEPK,Mota,Flagellar motor protein MotA,0.008594498666666665,1175.0
Q88C17,Q88C17_PSEPK,Lpd3,Dihydrolipoyl dehydrogenase,0.008542463722222221,1176.0
Q88KS5,Q88KS5_PSEPK,Fadb2x,3-hydroxyacyl-CoA dehydrogenase FadB2x,0.00853263411111111,1177.0
Q88I45,Q88I45_PSEPK,Pp_3156,Universal stress protein family,0.008528852428571428,1178.0
Q88DR1,Q88DR1_PSEPK,Tesb,Acyl-CoA thioesterase II,0.008515913111111112,1179.0
Q88MS4,Q88MS4_PSEPK,Pp_1494,Response regulator/GGDEF domain protein,0.008506645611111112,1180.0
Q88CI4,Q88CI4_PSEPK,Ubif,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",0.00847144438888889,1181.0
Q88CM6,Q88CM6_PSEPK,Pp_5154,"Oxidoreductase, FAD-binding, putative",0.008427269222222221,1182.0
Q88NJ0,RUVB_PSEPK,Ruvb,Holliday junction ATP-dependent DNA helicase RuvB,0.008372787611111111,1183.0
Q88DT1,Q88DT1_PSEPK,Pp_4738,Uncharacterized protein,0.008352309222222222,1184.0
Q88EA4,Q88EA4_PSEPK,Pp_4562,Uncharacterized protein,0.008350547888888888,1185.0
Q88NB6,Q88NB6_PSEPK,Estb,Carboxylesterase,0.00832043188888889,1186.0
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,0.008315007777777779,1187.0
Q88C54,Q88C54_PSEPK,Psts,"Phosphate ABC transporter, periplasmic phosphate-binding protein",0.008302788611111112,1188.0
Q88EB2,Q88EB2_PSEPK,Pp_4554,Uncharacterized protein,0.008293118277777779,1189.0
Q88QY7,Q88QY7_PSEPK,Pp_0347,Uncharacterized protein,0.008226718888888889,1190.0
Q88N67,Q88N67_PSEPK,Pp_1348,"MutT/nudix family protein/thiamine-phosphate pyrophosphorylase, putative",0.008200678333333333,1191.0
Q88N51,Q88N51_PSEPK,Sbcb,Exodeoxyribonuclease I,0.008184661722222222,1192.0
Q88GB8,Q88GB8_PSEPK,Pp_3806,"Hydrolase, isochorismatase family",0.008179515833333333,1193.0
Q88RP4,Q88RP4_PSEPK,Pp_0085,Uncharacterized protein,0.008169984,1194.0
Q88PT6,Q88PT6_PSEPK,Hpra,Glycerate dehydrogenase,0.008144076333333333,1195.0
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,0.008115825666666666,1196.0
Q88P82,Q88P82_PSEPK,Pp_0971,Uncharacterized protein,0.008111698222222222,1197.0
Q88LZ4,Q88LZ4_PSEPK,Rmlc,"dTDP-4-dehydrorhamnose 3,5-epimerase",0.008087081666666667,1198.0
Q88GA0,Q88GA0_PSEPK,Pp_3825,Uncharacterized protein,0.008047457499999999,1199.0
Q88QT5,PDXA_PSEPK,Pdxa,4-hydroxythreonine-4-phosphate dehydrogenase,0.00803366561111111,1200.0
Q88ES6,Q88ES6_PSEPK,Pp_4377,"Flagellin FlaG, putative",0.007931042944444446,1201.0
Q88LG6,Q88LG6_PSEPK,Pp_1967,"Deoxyribonuclease, TatD family",0.007913313833333333,1202.0
Q88QI1,Q88QI1_PSEPK,Pp_0512,Uncharacterized protein,0.00788960961111111,1203.0
Q88QB8,Q88QB8_PSEPK,Pp_0576,"Lipoprotein, putative",0.007887087555555556,1204.0
Q88EJ2,Q88EJ2_PSEPK,Algz,Alginate biosynthesis transcriptional activator,0.007870467545454545,1205.0
P59285,ALLA_PSEPK,Alla,Ureidoglycolate lyase,0.007870366722222223,1206.0
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,0.007823300666666666,1207.0
Q88ED7,Q88ED7_PSEPK,Pp_4528,Uncharacterized protein,0.00781920975,1208.0
Q88PK6,Q88PK6_PSEPK,Isca,Iron-binding protein IscA,0.00781159825,1209.0
Q88FT5,Q88FT5_PSEPK,Pp_3997,"Glycosyl transferase, putative",0.007794006722222222,1210.0
Q88KT0,PHNW_PSEPK,Phnw,2-aminoethylphosphonate--pyruvate transaminase,0.007780899888888889,1211.0
Q88NY7,Q88NY7_PSEPK,Pp_1066,Sigma-54 dependent response regulator,0.0077399443333333335,1212.0
Q88LC3,NADK_PSEPK,Nadk,NAD kinase,0.007737447166666667,1213.0
Q88FS0,Q88FS0_PSEPK,Pp_4013,MutT/nudix family protein,0.007680782555555555,1214.0
Q88EP9,Q88EP9_PSEPK,Lpdv,Dihydrolipoyl dehydrogenase,0.0076628883888888895,1215.0
Q88CJ5,Q88CJ5_PSEPK,Arge,Acetylornithine deacetylase,0.007661912055555557,1216.0
Q88QY8,Q88QY8_PSEPK,Pp_0346,"Heptose kinase WapQ, putative",0.007656016444444445,1217.0
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,0.007637597555555556,1218.0
Q88L41,Q88L41_PSEPK,Pp_2094,"Nitrate-binding protein NasS, putative",0.0076256997777777785,1219.0
Q88C58,Q88C58_PSEPK,Phou,Phosphate-specific transport system accessory protein PhoU,0.007595627055555556,1220.0
Q88QH8,Q88QH8_PSEPK,Ribe-1,"Riboflavin synthase, alpha subunit",0.007576304944444445,1221.0
Q88CC3,Q88CC3_PSEPK,Pp_5258,Aldehyde dehydrogenase family protein,0.0075120529444444445,1222.0
Q88LN1,Q88LN1_PSEPK,Pp_1898,MotA/TolQ/ExbB proton channel family protein,0.007474683888888889,1223.0
Q88G91,Q88G91_PSEPK,Pp_3834,Uncharacterized protein,0.0074439565,1224.0
Q88K17,Q88K17_PSEPK,Pp_2476,"Alcohol dehydrogenase, zinc-containing",0.007439264944444445,1225.0
Q88CT2,Q88CT2_PSEPK,Metw,Methionine biosynthesis protein,0.007428661166666666,1226.0
Q88KZ2,Q88KZ2_PSEPK,Pp_2147,Uncharacterized protein,0.007426607277777778,1227.0
Q88CB0,Q88CB0_PSEPK,Lrp,Leucine-responsive regulatory protein,0.007422471944444444,1228.0
Q88RB8,Q88RB8_PSEPK,Pp_0215,Response regulator,0.007417176055555556,1229.0
Q88F22,Q88F22_PSEPK,Pp_4277,"Transcriptional regulator, GntR family",0.007409844388888889,1230.0
Q88RV0,Q88RV0_PSEPK,Czrr-1,DNA-binding response regulator CzrR,0.007408399777777778,1231.0
Q88L25,Q88L25_PSEPK,Aer-2,Aerotaxis receptor Aer-2,0.007407894,1232.0
Q88NR8,Q88NR8_PSEPK,Brag,"Branched-chain amino acid ABC transporter, ATP-binding protein",0.007399755055555556,1233.0
Q88E20,RLMG_PSEPK,Rlmg,Ribosomal RNA large subunit methyltransferase G,0.00739281361111111,1234.0
Q88CG9,Q88CG9_PSEPK,Pp_5212,"Oxidoreductase, iron-sulfur-binding",0.0073093428888888895,1235.0
Q88EU1,Q88EU1_PSEPK,Pp_4362,Uncharacterized protein,0.0073010085,1236.0
Q88KE9,Q88KE9_PSEPK,Pp_2341,"6-carboxy-5,6,7,8-tetrahydropterin synthase",0.007298079714285715,1237.0
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,0.007292040277777777,1238.0
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,Uncharacterized protein,0.007288653944444444,1239.0
Q88RR6,Q88RR6_PSEPK,Pp_0063,"Lipid A biosynthesis lauroyl acyltransferase, putative",0.007278640833333332,1240.0
Q88R01,Q88R01_PSEPK,Pp_0333,Uncharacterized protein,0.007273081166666667,1241.0
Q88RQ9,TSAC_PSEPK,Tsac,Threonylcarbamoyl-AMP synthase,0.007250332111111111,1242.0
Q88QJ9,FDHE_PSEPK,Fdhe,Protein FdhE homolog,0.007225962611111112,1243.0
Q88LD7,Q88LD7_PSEPK,Pp_1998,Uncharacterized protein,0.007218535944444445,1244.0
Q88LY2,Q88LY2_PSEPK,Pp_1794,Uncharacterized protein,0.007208071333333333,1245.0
Q88CS1,Q88CS1_PSEPK,Ftsx,Cell division protein FtsX,0.007175864722222223,1246.0
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,0.007160298722222222,1247.0
Q88QS6,Q88QS6_PSEPK,Pp_0412,"Polyamine ABC transporter, periplasmic polyamine-binding protein",0.007130085388888889,1248.0
Q88D99,Q88D99_PSEPK,Kdta,3-deoxy-D-manno-octulosonic-acid transferase,0.0070965712777777785,1249.0
Q88J55,Q88J55_PSEPK,Pp_2794,"Oxidoreductase, short chain dehydrogenase/reductase family",0.0070742059999999996,1250.0
Q88I92,Q88I92_PSEPK,Pp_3107,Uncharacterized protein,0.007071474714285714,1251.0
Q88PS4,PTA_PSEPK,Pta,Phosphate acetyltransferase,0.007062574666666667,1252.0
Q88E52,Q88E52_PSEPK,Pp_4616,Uncharacterized protein,0.007062132444444444,1253.0
Q88DH9,Q88DH9_PSEPK,Pp_4846,"Phosphinothricin N-acetyltransferase, putative",0.007061736166666667,1254.0
Q88NG3,Q88NG3_PSEPK,Pp_1246,Conserved domain protein,0.00704346,1255.0
Q88NH7,Q88NH7_PSEPK,Pp_1232,Putative beta-barrel assembly-enhancing protease,0.007000680722222222,1256.0
Q88QZ0,Q88QZ0_PSEPK,Waap,Lipopolysaccharide core heptose(I) kinase,0.006990231888888889,1257.0
Q88DZ6,Q88DZ6_PSEPK,Recd,RecBCD enzyme subunit RecD,0.006969017111111111,1258.0
Q88E32,Q88E32_PSEPK,Pp_4636,Beta-ketothiolase,0.0069362304999999996,1259.0
Q88D06,Q88D06_PSEPK,Pp_5023,"Amino acid ABC transporter, permease protein",0.006932469888888889,1260.0
Q88JI5,Q88JI5_PSEPK,Pp_2664,Sensory box histidine kinase/response regulator,0.0069236651111111115,1261.0
Q88KF2,Q88KF2_PSEPK,Prpd,2-methylcitrate dehydratase,0.006919937555555556,1262.0
Q88QT2,Q88QT2_PSEPK,Pp_0406,Nucleotidyltransferase family protein,0.006915924277777778,1263.0
Q88I53,Q88I53_PSEPK,Pp_3148,"Glutamine synthetase, putative",0.006909065,1264.0
Q88ER8,Q88ER8_PSEPK,Flgg,Flagellar basal-body rod protein FlgG,0.006903661166666667,1265.0
Q88FW9,NHAA2_PSEPK,Nhaa2,Na(+)/H(+) antiporter NhaA 2,0.006878643333333333,1266.0
Q88CQ5,FPG_PSEPK,Mutm,Formamidopyrimidine-DNA glycosylase,0.006851809,1267.0
Q88LN6,Q88LN6_PSEPK,Pp_1893,"Acyl-CoA dehydrogenase, putative",0.006836749555555555,1268.0
Q88GP0,Q88GP0_PSEPK,Pp_3680,Uncharacterized protein,0.006800870277777778,1269.0
Q88MD2,TTCA_PSEPK,Ttca,tRNA 2-thiocytidine biosynthesis protein TtcA,0.006773928777777777,1270.0
Q88PG4,Q88PG4_PSEPK,Pp_0886,Uncharacterized protein,0.006750665055555555,1271.0
Q88DY5,Q88DY5_PSEPK,Mrcb,Penicillin-binding protein 1B,0.0067471595,1272.0
Q88M53,Q88M53_PSEPK,Pp_1721,"Hydrolase, haloacid dehalogenase-like family",0.0067282324999999995,1273.0
Q88EC5,Q88EC5_PSEPK,Ppia,Peptidyl-prolyl cis-trans isomerase,0.006726452333333333,1274.0
Q88IR9,Q88IR9_PSEPK,Pp_2930,"L-serine dehydratase, putative",0.0066940285,1275.0
Q88CW1,Q88CW1_PSEPK,Trxc,Thioredoxin 2,0.006661361222222222,1276.0
Q88RG4,Q88RG4_PSEPK,Pp_0166,HlyD family secretion protein,0.006648248444444445,1277.0
Q88L50,Q88L50_PSEPK,Cmax,CmaX protein,0.00664045,1278.0
Q88LD8,Q88LD8_PSEPK,Folc,Folylpolyglutamate synthetase,0.006590407111111111,1279.0
Q88Q70,Q88Q70_PSEPK,Ndh,NADH dehydrogenase,0.006582257111111111,1280.0
Q88CZ4,Q88CZ4_PSEPK,Hutc,Histidine utilization repressor,0.006572146055555556,1281.0
Q88RS0,Q88RS0_PSEPK,Pp_0059,"D,D-heptose 1,7-bisphosphate phosphatase",0.006568616722222222,1282.0
Q88PT3,Q88PT3_PSEPK,Pp_0765,Uncharacterized protein,0.006556992722222222,1283.0
Q88K38,Q88K38_PSEPK,Rbsb,"Ribose ABC transporter, periplasmic ribose-binding protein",0.006541582333333334,1284.0
Q88FX0,Q88FX0_PSEPK,Pp_3957,Choline/carnitine/betaine transporter family protein,0.006524675722222223,1285.0
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein, putative",0.006523167444444445,1286.0
Q88F07,Q88F07_PSEPK,Pp_4293,Uncharacterized protein,0.006517026555555556,1287.0
Q88QG5,EX7S_PSEPK,Xseb,Exodeoxyribonuclease 7 small subunit,0.0065059294999999994,1288.0
Q88G93,CSRA_PSEPK,Csra,Carbon storage regulator homolog,0.006493887166666667,1289.0
Q88KY5,Q88KY5_PSEPK,Lolc,"Lipoprotein releasing system, permease protein",0.006479611777777778,1290.0
Q88EJ1,Q88EJ1_PSEPK,Mgte,Magnesium transporter MgtE,0.006464268444444445,1291.0
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,0.006427518333333333,1292.0
Q88CX3,Q88CX3_PSEPK,Pp_5057,"Peptidase, M23/M37 family",0.006423608222222222,1293.0
