Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_0977_2,R1,26480.13333,0.002337677,-2.631215454
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_0977_2,R2,6774.37,0.000609384,-3.215109136
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_0977_2,R3,14998.9,0.001359979,-2.866467746
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_0977_3,R1,5044.23,0.000497985,-3.302783851
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_0977_3,R2,0.0,1e-05,-5.0
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_0977_3,R3,858.975,8.74e-05,-4.058314324
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_0986,R1,0.0,1e-05,-5.0
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_0986,R2,0.0,1e-05,-5.0
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_0986,R3,0.0,1e-05,-5.0
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1018,R1,3159.27,0.000312891,-3.504606975
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1018,R2,62897.38333,0.005761555,-2.239460309
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1018,R3,181105.0,0.016792538,-1.77488367
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1593,R1,5966.32,0.000605942,-3.217568736
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1593,R2,714940.3333,0.051044877,-1.29204784
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1593,R3,15408.30667,0.001497865,-2.824527326
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1638_1,R1,19000.48667,0.001813199,-2.741554421
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1638_1,R2,77828.32333,0.007130967,-2.146851587
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1638_1,R3,4762.04,0.000454501,-3.342465468
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1638_2,R1,103116.3333,0.009644568,-2.01571722
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1638_2,R2,2701.63,0.000262541,-3.580803474
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1638_2,R3,0.0,1e-05,-5.0
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1638_3,R1,782800.3333,0.052917326,-1.276402109
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1638_3,R2,0.0,1e-05,-5.0
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1638_3,R3,5487.55,0.00051352,-3.289442548
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1982,R1,68647.43333,0.006673538,-2.175643859
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1982,R2,0.0,1e-05,-5.0
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_1982,R3,5649.43,0.000547274,-3.261794897
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_2664,R1,0.0,1e-05,-5.0
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_2664,R2,107151.4167,0.010283959,-1.987839643
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_2664,R3,61403.90667,0.005962022,-2.224606459
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_2665,R1,4946.29,0.000516554,-3.286884215
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_2665,R2,109990.9233,0.011162882,-1.952223681
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_2665,R3,3820.58,0.000390473,-3.408409382
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_2680,R1,6829.92,0.000665966,-3.17654826
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_2680,R2,4886.7,0.000469632,-3.328242247
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_2680,R3,94218.96667,0.008805116,-2.055264921
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_3379,R1,0.0,1e-05,-5.0
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_3379,R2,109984.66,0.010272187,-1.988337087
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_3379,R3,151164.47,0.013811256,-1.859766838
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_3416,R1,8053.42,0.000812763,-3.090035904
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_3416,R2,4780.47,0.000472837,-3.325288729
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_3416,R3,0.0,1e-05,-5.0
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_5313,R1,7804.75,0.000775654,-3.110331718
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_5313,R2,204293.3333,0.020276482,-1.693007384
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_5313,R3,147390.3033,0.014553707,-1.837026383
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_0815_NT,R1,139014.3333,0.013159526,-1.880759752
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_0815_NT,R2,88803.46,0.008514762,-2.069827484
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_0815_NT,R3,5749.29,0.000578356,-3.237805115
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_0815_Target,R1,28499.52,0.002902966,-2.537157984
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_0815_Target,R2,115527.8,0.011723224,-1.93095292
A0A140FVX8,A0A140FVX8_PSEPK,Pp_5432,DUF2789 domain-containing protein,PP_0815_Target,R3,101665.9577,0.010752605,-1.968486289
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0378,R1,410152.0,0.038168118,-1.418299254
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0378,R2,105763.0,0.01129852,-1.946978444
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0378,R3,269136.3333,0.028013958,-1.552625525
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0379,R1,499710.6667,0.04321618,-1.364353624
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0379,R2,141094.5667,0.013969838,-1.854808627
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0379,R3,201445.6667,0.018814528,-1.725506671
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0977_1,R1,328835.8133,0.030846431,-1.510795076
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0977_1,R2,396621.6667,0.036767828,-1.43453202
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0977_1,R3,338925.7867,0.031715299,-1.498731191
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0977_2,R1,353465.3333,0.031204067,-1.505788796
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0977_2,R2,451274.3333,0.040594069,-1.391537416
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0977_2,R3,217316.9333,0.019704545,-1.705433587
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0977_3,R1,495612.6667,0.048928699,-1.310436334
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0977_3,R2,107046.0,0.012047535,-1.91910182
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0977_3,R3,479536.6667,0.048812042,-1.311473028
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0986,R1,206747.6667,0.025827877,-1.587911297
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0986,R2,248405.0,0.030347175,-1.517881725
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0986,R3,463187.0,0.050281462,-1.2985921
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1018,R1,293238.19,0.029042019,-1.536973188
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1018,R2,461908.0,0.042311907,-1.373537403
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1018,R3,378559.97,0.035101088,-1.454679422
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1593,R1,502212.6667,0.051004957,-1.292387616
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1593,R2,99179.33333,0.007081146,-2.149896454
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1593,R3,491128.0,0.047743302,-1.321087544
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1638_1,R1,522678.3333,0.049878726,-1.302084649
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1638_1,R2,418894.9567,0.038380963,-1.41588413
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1638_1,R3,396186.68,0.03781302,-1.422358637
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1638_2,R1,412065.6667,0.038540891,-1.414078252
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1638_2,R2,272705.2433,0.026501115,-1.576735856
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1638_2,R3,223508.6667,0.021750156,-1.662537622
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1638_3,R1,205845.5333,0.013915164,-1.856511663
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1638_3,R2,245501.3333,0.023239513,-1.633772976
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1638_3,R3,387958.6667,0.036304831,-1.44003558
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1982,R1,440556.6667,0.042828574,-1.368266385
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1982,R2,64190.66667,0.007027213,-2.153216887
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_1982,R3,393445.1433,0.038114011,-1.41891534
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_2664,R1,296424.5667,0.030899432,-1.510049505
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_2664,R2,461269.0,0.044270733,-1.353883292
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_2664,R3,428629.0,0.041617797,-1.380720911
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_2665,R1,429639.3333,0.044868365,-1.348059756
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_2665,R2,469671.0,0.047666495,-1.321786784
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_2665,R3,431851.6667,0.0441363,-1.35520408
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_2680,R1,474290.0,0.04624663,-1.334919909
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_2680,R2,510538.3333,0.049064845,-1.309229569
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_2680,R3,491988.3333,0.045978156,-1.337448454
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_3379,R1,262109.6667,0.025868067,-1.587236016
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_3379,R2,370928.3267,0.034643423,-1.460379203
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_3379,R3,454489.3333,0.04152476,-1.381692868
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_3416,R1,409189.3333,0.041296006,-1.384091949
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_3416,R2,406925.0,0.040248995,-1.395244954
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_3416,R3,347531.7333,0.035360307,-1.451483974
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_5313,R1,439822.8,0.043710626,-1.359412976
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_5313,R2,440347.6667,0.043705301,-1.35946588
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_5313,R3,444530.0,0.043894063,-1.35759422
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0815_NT,R1,438611.0,0.041520272,-1.381739814
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0815_NT,R2,367538.96,0.03524082,-1.452953989
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0815_NT,R3,451461.0,0.045415166,-1.342799092
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0815_Target,R1,498043.6667,0.050730821,-1.294728108
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0815_Target,R2,413536.3333,0.041963746,-1.377125751
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0815_Target,R3,346978.291,0.036697836,-1.435359541
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0378,R1,413183.0,0.038450178,-1.415101643
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0378,R2,75272.0,0.008041207,-2.09467875
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0378,R3,244562.6667,0.025456126,-1.594207695
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0379,R1,633240.6667,0.054764175,-1.261503447
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0379,R2,0.0,1e-05,-5.0
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0379,R3,218101.0,0.020370095,-1.691006944
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0977_1,R1,217759.88,0.020426957,-1.689796317
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0977_1,R2,447775.3333,0.041509902,-1.381848289
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0977_1,R3,237885.12,0.022260324,-1.652468526
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0977_2,R1,470294.3,0.041517777,-1.381765907
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0977_2,R2,223195.6567,0.02007741,-1.69729231
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0977_2,R3,122011.2333,0.011062994,-1.956127338
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0977_3,R1,164877.5767,0.016277319,-1.788417136
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0977_3,R2,0.0,1e-05,-5.0
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0977_3,R3,284797.1,0.028989499,-1.537759285
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0986,R1,0.0,1e-05,-5.0
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0986,R2,0.0,1e-05,-5.0
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0986,R3,120927.3,0.013127315,-1.881824106
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1018,R1,305634.4233,0.03026973,-1.518991452
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1018,R2,620587.3333,0.056847323,-1.24528998
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1018,R3,485577.3333,0.045024023,-1.346555705
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1593,R1,347245.2667,0.035266394,-1.452638944
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1593,R2,0.0,1e-05,-5.0
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1593,R3,129001.52,0.012540435,-1.901687412
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1638_1,R1,280266.1433,0.026745547,-1.572748509
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1638_1,R2,243794.9567,0.022337546,-1.650964544
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1638_1,R3,261291.0133,0.02493825,-1.603134034
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1638_2,R1,582914.6667,0.054520559,-1.2634397
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1638_2,R2,456828.5433,0.04439396,-1.352676112
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1638_2,R3,440287.3333,0.0428454,-1.368095799
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1638_3,R1,315297.2667,0.021314105,-1.671332905
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1638_3,R2,216664.3333,0.020509761,-1.688039407
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1638_3,R3,513443.0,0.048047545,-1.318328801
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1982,R1,526542.3333,0.051187643,-1.290834869
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1982,R2,0.0,1e-05,-5.0
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_1982,R3,571135.0,0.055327271,-1.257060754
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_2664,R1,168180.6667,0.017531229,-1.756187629
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_2664,R2,567808.3333,0.054495947,-1.263635798
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_2664,R3,490341.6667,0.047609798,-1.322303663
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_2665,R1,642788.6667,0.06712811,-1.17309558
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_2665,R2,527912.6667,0.05357739,-1.271018447
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_2665,R3,586973.3333,0.059990115,-1.221920309
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_2680,R1,266949.64,0.026029478,-1.584534538
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_2680,R2,216545.2333,0.020810892,-1.681709297
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_2680,R3,560464.2667,0.052377489,-1.280855329
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_3379,R1,101624.3333,0.010029486,-1.998721344
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_3379,R2,244792.3267,0.022862757,-1.640871403
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_3379,R3,575782.0,0.052606756,-1.278958479
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_3416,R1,516507.3333,0.052126701,-1.282939761
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_3416,R2,586651.6667,0.058025779,-1.236379017
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_3416,R3,592988.6667,0.06033481,-1.219432047
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_5313,R1,600328.3333,0.059662044,-1.224301874
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_5313,R2,461036.3333,0.045758689,-1.339526426
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_5313,R3,645709.6667,0.063759073,-1.195458008
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0815_NT,R1,417444.3333,0.03951657,-1.403220763
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0815_NT,R2,536890.3333,0.051478776,-1.288371787
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0815_NT,R3,441414.3333,0.044404512,-1.3525729
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0815_Target,R1,645984.6667,0.065800119,-1.18177332
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0815_Target,R2,611222.0,0.062023969,-1.207440446
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0815_Target,R3,642500.0,0.067953415,-1.167788713
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0378,R1,112898.9667,0.010506205,-1.97855412
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0378,R2,0.0,1e-05,-5.0
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0378,R3,0.0,1e-05,-5.0
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0379,R1,62461.76667,0.005401844,-2.267457981
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0379,R2,0.0,1e-05,-5.0
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0379,R3,37952.66667,0.003544685,-2.450422305
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0977_1,R1,111419.4467,0.010451697,-1.980813188
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0977_1,R2,115575.3333,0.010714125,-1.9700433
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0977_1,R3,44504.57333,0.004164557,-2.380431161
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0977_2,R1,160803.5667,0.014195806,-1.847839945
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0977_2,R2,128665.9333,0.011574055,-1.936514475
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0977_2,R3,71370.93333,0.00647134,-2.189005779
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0977_3,R1,139278.5,0.013750084,-1.861694651
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0977_3,R2,0.0,1e-05,-5.0
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0977_3,R3,79725.79167,0.008115289,-2.090696008
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0986,R1,0.0,1e-05,-5.0
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0986,R2,0.0,1e-05,-5.0
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0986,R3,64881.96667,0.00704329,-2.152224456
