From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)
Q88C32	Q88C32	unreviewed	Q88C32_PSEPK	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	zwf PP_5351	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	485	PP_5351		zwf	
Q88C33	Q88C33	unreviewed	Q88C33_PSEPK	Transcriptional regulator, RpiR family	PP_5350	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	288	PP_5350			
Q88C36	Q88C36	unreviewed	Q88C36_PSEPK	Pyruvate carboxylase subunit A (EC 6.4.1.1)	pycA PP_5347	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	471	PP_5347		pycA	
Q88C37	Q88C37	unreviewed	Q88C37_PSEPK	Pyruvate carboxylase subunit B (EC 6.4.1.1)	pycB PP_5346	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	602	PP_5346		pycB	
Q88C38	Q88C38	unreviewed	Q88C38_PSEPK	Acetyltransferase, GNAT family	PP_5345	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	223	PP_5345			
Q88C39	Q88C39	unreviewed	Q88C39_PSEPK	Acetyltransferase	PP_5344	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	148	PP_5344			
Q88C42	Q88C42	unreviewed	Q88C42_PSEPK	Putrescine-binding periplasmic protein	potF-IV PP_5341	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	367	PP_5341		potF-IV	
Q88C43	Q88C43	unreviewed	Q88C43_PSEPK	Acetylpolyamine aminohydrolase	aphA PP_5340	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	347	PP_5340		aphA	
Q88C45	Q88C45	unreviewed	Q88C45_PSEPK	Aspartate ammonia-lyase (Aspartase) (EC 4.3.1.1)	aspA PP_5338	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	478	PP_5338		aspA	
Q88C46	Q88C46	unreviewed	Q88C46_PSEPK	LysR family transcriptional regulator	PP_5337	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	305	PP_5337			
Q88C47	Q88C47	unreviewed	Q88C47_PSEPK	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	purE PP_5336	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	163	PP_5336		purE	
Q88C48	Q88C48	unreviewed	Q88C48_PSEPK	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK PP_5335	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	360	PP_5335		purK	
Q88C51	Q88C51	unreviewed	Q88C51_PSEPK	Putative glucose-6-phosphate 1-epimerase (EC 5.1.3.15)	PP_5332	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	298	PP_5332			
Q88C52	Q88C52	unreviewed	Q88C52_PSEPK	Long-chain acyl-CoA thioester hydrolase	PP_5331	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	132	PP_5331			
Q88C53	Q88C53	unreviewed	Q88C53_PSEPK	Major facilitator family transporter	PP_5330	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	429	PP_5330			
Q88C54	Q88C54	unreviewed	Q88C54_PSEPK	Phosphate-binding protein	PP_5329	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	332	PP_5329			
Q88C55	Q88C55	unreviewed	Q88C55_PSEPK	Phosphate transport system permease protein	PP_5328	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	762	PP_5328			
Q88C57	Q88C57	reviewed	PSTB2_PSEPK	Phosphate import ATP-binding protein PstB 2 (EC 7.3.2.1) (ABC phosphate transporter 2) (Phosphate-transporting ATPase 2)	pstB2 PP_5326	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	277	PP_5326		pstB2	
Q88C58	Q88C58	unreviewed	Q88C58_PSEPK	Phosphate-specific transport system accessory protein PhoU	phoU PP_5325	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	256	PP_5325		phoU	
Q88C59	Q88C59	unreviewed	Q88C59_PSEPK	Response regulator	PP_5324	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	296	PP_5324			
Q88C61	Q88C61	unreviewed	Q88C61_PSEPK	Metal ion transporter	PP_5322	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	446	PP_5322			
Q88C62	Q88C62	unreviewed	Q88C62_PSEPK	Phosphate regulon sensor protein PhoR (EC 2.7.13.3)	phoR PP_5321	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	435	PP_5321		phoR	
Q88C63	Q88C63	unreviewed	Q88C63_PSEPK	Phosphate regulon transcriptional regulatory protein PhoB	phoB PP_5320	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	242	PP_5320		phoB	
Q88C64	Q88C64	unreviewed	Q88C64_PSEPK	Lipoprotein	PP_5319	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	138	PP_5319			
Q88C65	Q88C65	reviewed	UBIA_PSEPK	4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.39) (4-HB polyprenyltransferase)	ubiA PP_5318	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	296	PP_5318		ubiA	
Q88C66	Q88C66	reviewed	UBIC_PSEPK	Probable chorismate pyruvate-lyase (CL) (CPL) (EC 4.1.3.40)	ubiC PP_5317	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	185	PP_5317		ubiC	
Q88C69	Q88C69	unreviewed	Q88C69_PSEPK	Rubredoxin-NAD(+) reductase (EC 1.18.1.1)	alkT PP_5314	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	382	PP_5314		alkT	
Q88C70	Q88C70	unreviewed	Q88C70_PSEPK	DNA-binding protein HU-alpha	hupA PP_5313	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	99	PP_5313		hupA	
Q88C72	Q88C72	unreviewed	Q88C72_PSEPK	Signal transduction protein	PP_5311	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	467	PP_5311			
Q88C73	Q88C73	unreviewed	Q88C73_PSEPK	ATP-dependent DNA helicase RecG (EC 3.6.4.12)	recG PP_5310	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	692	PP_5310		recG	
Q88C74	Q88C74	unreviewed	Q88C74_PSEPK	Oxidative and nitrosative stress transcriptional dual regulator	oxyR PP_5309	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	308	PP_5309		oxyR	
Q88C75	Q88C75	unreviewed	Q88C75_PSEPK	Protein TonB	tonB PP_5308	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	243	PP_5308		tonB	
Q88C76	Q88C76	unreviewed	Q88C76_PSEPK	Biopolymer transport protein ExbD	exbD PP_5307	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	142	PP_5307		exbD	
Q88C77	Q88C77	unreviewed	Q88C77_PSEPK	Biopolymer transport protein ExbB	exbB PP_5306	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	320	PP_5306		exbB	
Q88C78	Q88C78	unreviewed	Q88C78_PSEPK	Epimerase/dehydratase-related protein	PP_5305	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	285	PP_5305			
Q88C79	Q88C79	unreviewed	Q88C79_PSEPK	Lipoprotein	PP_5304	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	243	PP_5304			
Q88C80	Q88C80	unreviewed	Q88C80_PSEPK	Aminoacrylate/iminopropionate hydrolase/deaminase	ridA PP_5303	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	126	PP_5303		ridA	
Q88C81	Q88C81	unreviewed	Q88C81_PSEPK	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase (EC 3.1.7.2)	spoT PP_5302	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	702	PP_5302		spoT	
Q88C82	Q88C82	reviewed	RPOZ_PSEPK	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	rpoZ PP_5301	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	87	PP_5301		rpoZ	
Q88C83	Q88C83	unreviewed	Q88C83_PSEPK	Transcriptional regulator, LysR family	PP_5300	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	349	PP_5300			
Q88C84	Q88C84	unreviewed	Q88C84_PSEPK	Glutamate-putrescine ligase (EC 6.3.1.11)	puuA-II PP_5299	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	460	PP_5299		puuA-II	
Q88C87	Q88C87	reviewed	KGUA_PSEPK	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	gmk gmk-2 PP_5296	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	206	PP_5296		gmk	gmk-2
Q88C88	Q88C88	unreviewed	Q88C88_PSEPK	YicC family protein	PP_5295	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	316	PP_5295			
Q88C89	Q88C89	reviewed	RNPH_PSEPK	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	rph PP_5294	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	240	PP_5294		rph	
Q88C90	Q88C90	unreviewed	Q88C90_PSEPK	Orotate phosphoribosyltransferase	PP_5293	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	122	PP_5293			
Q88C91	Q88C91	unreviewed	Q88C91_PSEPK	Catabolite repression control protein	PP_5292	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	259	PP_5292			
Q88C92	Q88C92	reviewed	PYRE_PSEPK	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE PP_5291	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	213	PP_5291		pyrE	
Q88C93	Q88C93	reviewed	ALGC_PSEPK	Phosphomannomutase/phosphoglucomutase (PMM / PGM) (EC 5.4.2.2) (EC 5.4.2.8)	algC PP_5288	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	463	PP_5288		algC	
Q88C95	Q88C95	reviewed	DUT_PSEPK	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	dut PP_5286	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	151	PP_5286		dut	
Q88C96	Q88C96	unreviewed	Q88C96_PSEPK	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	dfp coaBC PP_5285	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	403	PP_5285		dfp	coaBC
Q88C98	Q88C98	unreviewed	Q88C98_PSEPK	Periplasmic dipeptide transport protein	dppA-IV PP_5283	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	529	PP_5283		dppA-IV	
Q88C99	Q88C99	reviewed	RL28_PSEPK	Large ribosomal subunit protein bL28 (50S ribosomal protein L28)	rpmB PP_5282	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	78	PP_5282		rpmB	
Q88CA0	Q88CA0	reviewed	RL33_PSEPK	Large ribosomal subunit protein bL33 (50S ribosomal protein L33)	rpmG PP_5281	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	51	PP_5281		rpmG	
Q88CA2	Q88CA2	unreviewed	Q88CA2_PSEPK	(S)-ureidoglycine aminohydrolase cupin domain-containing protein	PP_5279	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	119	PP_5279			
Q88CA3	Q88CA3	unreviewed	Q88CA3_PSEPK	4-guanidinobutyraldehyde dehydrogenase (EC 1.2.1.54)	kauB PP_5278	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	497	PP_5278		kauB	
Q88CA7	Q88CA7	unreviewed	Q88CA7_PSEPK	DUF1127 domain-containing protein	PP_5274	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	107	PP_5274			
Q88CA8	Q88CA8	unreviewed	Q88CA8_PSEPK	Oxidoreductase	PP_5273	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	430	PP_5273			
Q88CB0	Q88CB0	unreviewed	Q88CB0_PSEPK	Leucine-responsive regulatory protein	lrp PP_5271	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	162	PP_5271		lrp	
Q88CB1	Q88CB1	reviewed	DADA2_PSEPK	D-amino acid dehydrogenase 2 (EC 1.4.99.-)	dadA2 dadA-2 PP_5270	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	434	PP_5270		dadA2	dadA-2
Q88CB3	Q88CB3	unreviewed	Q88CB3_PSEPK	DNA-binding transcriptional repressor PuuR-putrescine	puuR PP_5268	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	182	PP_5268		puuR	
Q88CB4	Q88CB4	unreviewed	Q88CB4_PSEPK	Cytochrome c5	PP_5267	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	140	PP_5267			
Q88CB6	Q88CB6	reviewed	XPT_PSEPK	Xanthine phosphoribosyltransferase (XPRTase) (EC 2.4.2.22)	xpt PP_5265	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	190	PP_5265		xpt	
Q88CB7	Q88CB7	unreviewed	Q88CB7_PSEPK	ATP-dependent DNA helicase Rep (EC 5.6.2.4) (DNA 3'-5' helicase Rep)	rep PP_5264	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	669	PP_5264		rep	
Q88CC2	Q88CC2	unreviewed	Q88CC2_PSEPK	Transcriptional regulator, LysR family	PP_5259	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	296	PP_5259			
Q88CC9	Q88CC9	unreviewed	Q88CC9_PSEPK	Amidohydrolase 3 domain-containing protein	PP_5252	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	660	PP_5252			
Q88CD2	Q88CD2	unreviewed	Q88CD2_PSEPK	Transcriptional regulator, LysR family	PP_5249	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	303	PP_5249			
Q88CD3	Q88CD3	unreviewed	Q88CD3_PSEPK	Hydrolase	ycaC-III PP_5248	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	209	PP_5248		ycaC-III	
Q88CD5	Q88CD5	unreviewed	Q88CD5_PSEPK	Glutathione-regulated potassium/H+ antiporter	kefB-III PP_5246	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	595	PP_5246		kefB-III	
Q88CD9	Q88CD9	unreviewed	Q88CD9_PSEPK	histidine kinase (EC 2.7.13.3)	PP_5242	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	1682	PP_5242			
Q88CE6	Q88CE6	unreviewed	Q88CE6_PSEPK	Ubiquinone biosynthesis accessory factor UbiK	ubiK PP_5235	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	88	PP_5235		ubiK	
Q88CE7	Q88CE7	unreviewed	Q88CE7_PSEPK	Activator of NRII(GlnL/NtrB) phosphatase	glnK PP_5234	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	112	PP_5234		glnK	
Q88CE8	Q88CE8	unreviewed	Q88CE8_PSEPK	Ammonium transporter	amtB PP_5233	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	443	PP_5233		amtB	
Q88CE9	Q88CE9	unreviewed	Q88CE9_PSEPK	Transcriptional regulator SutA RNAP-binding domain-containing protein	PP_5232	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	109	PP_5232			
Q88CF0	Q88CF0	unreviewed	Q88CF0_PSEPK	(S)-2-haloacid dehalogenase (EC 3.8.1.-)	had PP_5231	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	231	PP_5231		had	
Q88CF2	Q88CF2	unreviewed	Q88CF2_PSEPK	DUF484 family protein	PP_5229	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	236	PP_5229			
Q88CF3	Q88CF3	reviewed	DAPF_PSEPK	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF PP_5228	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	276	PP_5228		dapF	
Q88CF4	Q88CF4	unreviewed	Q88CF4_PSEPK	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA-II lysA PP_5227	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	415	PP_5227		lysA-II	lysA
Q88CF5	Q88CF5	unreviewed	Q88CF5_PSEPK	Lipoprotein, Lppl family	PP_5226	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	72	PP_5226			
Q88CF6	Q88CF6	reviewed	CYAY_PSEPK	Iron-sulfur cluster assembly protein CyaY	cyaY PP_5225	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	110	PP_5225		cyaY	
Q88CF8	Q88CF8	unreviewed	Q88CF8_PSEPK	Regulator of nucleotide diphosphokinase	rnk PP_5223	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	136	PP_5223		rnk	
Q88CF9	Q88CF9	unreviewed	Q88CF9_PSEPK	Adenylate cyclase (EC 4.6.1.1, EC 4.6.1.6)	cyaA PP_5222	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	951	PP_5222		cyaA	
Q88CG0	Q88CG0	reviewed	Y5221_PSEPK	UPF0178 protein PP_5221	PP_5221	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	150	PP_5221			
Q88CG1	Q88CG1	unreviewed	Q88CG1_PSEPK	Glyoxalase	elbB PP_5220	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	221	PP_5220		elbB	
Q88CG3	Q88CG3	unreviewed	Q88CG3_PSEPK	DedA family protein	PP_5218	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	214	PP_5218			
Q88CG4	Q88CG4	reviewed	PPK1_PSEPK	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk PP_5217	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	727	PP_5217		ppk	
Q88CG5	Q88CG5	unreviewed	Q88CG5_PSEPK	Exopolyphosphatase (EC 3.6.1.11)	ppx PP_5216	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	500	PP_5216		ppx	
Q88CG6	Q88CG6	unreviewed	Q88CG6_PSEPK	Thioredoxin	trxA PP_5215	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	109	PP_5215		trxA	
Q88CG7	Q88CG7	unreviewed	Q88CG7_PSEPK	Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho)	rho PP_5214	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	419	PP_5214		rho	
Q88CG8	Q88CG8	reviewed	UBID_PSEPK	3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98) (Polyprenyl p-hydroxybenzoate decarboxylase)	ubiD PP_5213	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	488	PP_5213		ubiD	
Q88CG9	Q88CG9	unreviewed	Q88CG9_PSEPK	Oxidoreductase, iron-sulfur-binding	PP_5212	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	322	PP_5212			
Q88CH1	Q88CH1	unreviewed	Q88CH1_PSEPK	Alcohol dehydrogenase, zinc-containing	PP_5210	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	325	PP_5210			
Q88CH2	Q88CH2	unreviewed	Q88CH2_PSEPK	Flagellar protein FliL	PP_5209	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	153	PP_5209			
Q88CH3	Q88CH3	unreviewed	Q88CH3_PSEPK	Translation related protein	yhhJ PP_5208	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	370	PP_5208		yhhJ	
Q88CH4	Q88CH4	unreviewed	Q88CH4_PSEPK	Ribosome-associated ATPase	rbbA PP_5207	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	906	PP_5207		rbbA	
Q88CH5	Q88CH5	unreviewed	Q88CH5_PSEPK	Translation-related protein	yhiI PP_5206	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	319	PP_5206		yhiI	
Q88CH6	Q88CH6	unreviewed	Q88CH6_PSEPK	EVE domain-containing protein	PP_5205	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	149	PP_5205			
Q88CH8	Q88CH8	unreviewed	Q88CH8_PSEPK	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	fau PP_5203	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	202	PP_5203		fau	
Q88CH9	Q88CH9	unreviewed	Q88CH9_PSEPK	Cell division protein ZapA (Z ring-associated protein ZapA)	PP_5202	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	106	PP_5202			
Q88CI0	Q88CI0	reviewed	Y5201_PSEPK	UPF0149 protein PP_5201	PP_5201	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	184	PP_5201			
Q88CI1	Q88CI1	unreviewed	Q88CI1_PSEPK	Proline aminopeptidase P II (EC 3.4.11.9)	pepP PP_5200	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	444	PP_5200		pepP	
Q88CI2	Q88CI2	unreviewed	Q88CI2_PSEPK	2-octaprenyl-6-methoxyphenyl hydroxylase	ubiH PP_5199	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	399	PP_5199		ubiH	
Q88CI3	Q88CI3	unreviewed	Q88CI3_PSEPK	Tetrameric acyl-CoA thioesterase	PP_5198	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	160	PP_5198			
Q88CI4	Q88CI4	unreviewed	Q88CI4_PSEPK	Oxidoreductase involved in anerobic synthesis of ubiquinone, FAD/NAD(P)-binding domain	visC PP_5197	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	407	PP_5197		visC	
Q88CI5	Q88CI5	unreviewed	Q88CI5_PSEPK	Iron(III) iron ABC transporter, periplasmic iron-binding protein	fbpA PP_5196	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	333	PP_5196		fbpA	
Q88CI7	Q88CI7	reviewed	GCST_PSEPK	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	gcvT gcvT-2 PP_5194	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	360	PP_5194		gcvT	gcvT-2
