,pp,Entry_x,Reviewed,Entry Name,Protein names,Gene Names,Gene Ontology (molecular function),Gene Ontology (GO),Gene Ontology IDs,Gene Ontology (cellular component),Gene Ontology (biological process),New_tag,Preferred_name,Nickname,Description,COG,GOs,EC,KEGG_ko,KEGG_Reaction,pref_first3,in_gsm,gsm_rxns,gsm_subsystems,num_rxns,num_subsystems,subsystem1,retap_target,isoprenol_mean,dCas9_expr,pass_dbtl0_filter,target_control_ratio,pass_dbtl3
77,PP_4122,Q88FH4,unreviewed,Q88FH4_PSEPK,NADH-quinone oxidoreductase subunit E (NADH dehydrogenase I subunit E) (NDH-1 subunit E),nuoE PP_4122,"2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]","2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]",GO:0016491; GO:0046872; GO:0051537,,,PP_RS21420,nuoE,nuoE,NADH dehydrogenase,C,"GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0008137,GO:0008150,GO:0008152,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0022900,GO:0022904,GO:0030964,GO:0032991,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0045333,GO:0048037,GO:0050136,GO:0051536,GO:0051537,GO:0051540,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1990204",1.6.5.3,ko:K00334,R11945,nuo,True,['NADH16pp'],['S_Oxidative_Phosphorylation'],1,1,S_Oxidative_Phosphorylation,True,172.50571,0.6059519092711166,True,0.0058078806935815,False
78,PP_4123,Q88FH3,unreviewed,Q88FH3_PSEPK,NADH-quinone oxidoreductase subunit F (EC 7.1.1.-),nuoF PP_4123,"4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]","respiratory chain complex I [GO:0045271]; 4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]",GO:0008137; GO:0010181; GO:0045271; GO:0046872; GO:0048038; GO:0051287; GO:0051539,respiratory chain complex I [GO:0045271],,PP_RS21425,nuoF,nuoF,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain",C,"GO:0000166,GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0010181,GO:0015980,GO:0016020,GO:0030964,GO:0032553,GO:0032991,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0045333,GO:0048037,GO:0050662,GO:0051287,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0097159,GO:0097367,GO:0098796,GO:0098797,GO:0098803,GO:1901265,GO:1901363,GO:1902494,GO:1990204",1.6.5.3,ko:K00335,R11945,nuo,True,['NADH16pp'],['S_Oxidative_Phosphorylation'],1,1,S_Oxidative_Phosphorylation,True,141.56888666666666,1.0818016061631563,True,0.074358649252528,False
79,PP_4128,Q88FG8,reviewed,NUOK_PSEPK,NADH-quinone oxidoreductase subunit K (EC 7.1.1.-) (NADH dehydrogenase I subunit K) (NDH-1 subunit K),nuoK PP_4128,NADH dehydrogenase (quinone) activity [GO:0050136]; quinone binding [GO:0048038],plasma membrane [GO:0005886]; NADH dehydrogenase (quinone) activity [GO:0050136]; quinone binding [GO:0048038]; ATP synthesis coupled electron transport [GO:0042773],GO:0005886; GO:0042773; GO:0048038; GO:0050136,plasma membrane [GO:0005886],ATP synthesis coupled electron transport [GO:0042773],PP_RS21450,nuoK,nuoK,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",C,"GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008137,GO:0008150,GO:0008152,GO:0016020,GO:0016021,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0031224,GO:0031226,GO:0032991,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0050136,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1990204",1.6.5.3,ko:K00340,R11945,nuo,True,['NADH16pp'],['S_Oxidative_Phosphorylation'],1,1,S_Oxidative_Phosphorylation,True,166.32844333333333,1.1877950918005813,False,,False
80,PP_4130,Q88FG6,unreviewed,Q88FG6_PSEPK,NADH-quinone oxidoreductase subunit M (NADH dehydrogenase I subunit M) (NDH-1 subunit M),nuoM PP_4130,NADH dehydrogenase (ubiquinone) activity [GO:0008137],membrane [GO:0016020]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773],GO:0008137; GO:0016020; GO:0042773,membrane [GO:0016020],ATP synthesis coupled electron transport [GO:0042773],PP_RS21460,nuoM,nuoM,NADH ubiquinone,C,"GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0016020,GO:0016021,GO:0030964,GO:0031224,GO:0031226,GO:0032991,GO:0034220,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0045333,GO:0048037,GO:0048038,GO:0048039,GO:0051179,GO:0051234,GO:0055085,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1902600,GO:1990204",1.6.5.3,ko:K00342,R11945,nuo,True,['NADH16pp'],['S_Oxidative_Phosphorylation'],1,1,S_Oxidative_Phosphorylation,True,128.67724666666666,0.1830895846095253,False,3.107493947784884,False
81,PP_4159,Q88FD8,reviewed,KDPC_PSEPK,Potassium-transporting ATPase KdpC subunit (ATP phosphohydrolase [potassium-transporting] C chain) (Potassium-binding and translocating subunit C) (Potassium-translocating ATPase C chain),kdpC PP_4159,ATP binding [GO:0005524]; P-type potassium transmembrane transporter activity [GO:0008556],plasma membrane [GO:0005886]; ATP binding [GO:0005524]; P-type potassium transmembrane transporter activity [GO:0008556],GO:0005524; GO:0005886; GO:0008556,plasma membrane [GO:0005886],,PP_RS21600,kdpC,kdpC,"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit acts as a catalytic chaperone that increases the ATP- binding affinity of the ATP-hydrolyzing subunit KdpB by the formation of a transient KdpB KdpC ATP ternary complex",P,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008150,GO:0008324,GO:0008556,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015318,GO:0015399,GO:0015405,GO:0015662,GO:0015672,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0030001,GO:0031004,GO:0031224,GO:0032991,GO:0034220,GO:0042623,GO:0042625,GO:0042626,GO:0043492,GO:0044425,GO:0044464,GO:0046873,GO:0051179,GO:0051234,GO:0055085,GO:0071804,GO:0071805,GO:0071944,GO:0090533,GO:0090662,GO:0098533,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0099131,GO:0099132,GO:1902494,GO:1902495,GO:1904949,GO:1990351",3.6.3.12,ko:K01548,-,kdp,True,['Kabcpp'],['S_Transport__ABC_system'],1,1,S_Transport__ABC_system,True,139.17105333333333,0.5084639428473084,False,,False
82,PP_4160,A0A140FWL1,unreviewed,A0A140FWL1_PSEPK,Potassium-transporting ATPase ATP-binding subunit (EC 7.2.2.6) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium-binding and translocating subunit B) (Potassium-translocating ATPase B chain),kdpB PP_4160,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; magnesium ion binding [GO:0000287]; P-type potassium transmembrane transporter activity [GO:0008556],plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; magnesium ion binding [GO:0000287]; P-type potassium transmembrane transporter activity [GO:0008556],GO:0000287; GO:0005524; GO:0005886; GO:0008556; GO:0016887,plasma membrane [GO:0005886],,PP_RS21605,kdpB,kdpB,"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit is responsible for energy coupling to the transport system",P,-,3.6.3.12,ko:K01547,-,kdp,True,['Kabcpp'],['S_Transport__ABC_system'],1,1,S_Transport__ABC_system,True,124.44891,0.652210401586042,False,,False
83,PP_4161,Q88FD7,reviewed,KDPA_PSEPK,Potassium-transporting ATPase potassium-binding subunit (ATP phosphohydrolase [potassium-transporting] A chain) (Potassium-binding and translocating subunit A) (Potassium-translocating ATPase A chain),kdpA PP_4161,P-type potassium transmembrane transporter activity [GO:0008556]; potassium ion binding [GO:0030955],plasma membrane [GO:0005886]; P-type potassium transmembrane transporter activity [GO:0008556]; potassium ion binding [GO:0030955],GO:0005886; GO:0008556; GO:0030955,plasma membrane [GO:0005886],,PP_RS21610,kdpA,kdpA,"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit binds and transports the potassium across the cytoplasmic membrane",P,-,3.6.3.12,ko:K01546,-,kdp,True,['Kabcpp'],['S_Transport__ABC_system'],1,1,S_Transport__ABC_system,True,121.97415666666669,0.702872666211313,False,,False
84,PP_4174,Q88FC4,reviewed,FABA_PSEPK,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14),fabA PP_4174,(3R)-3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity [GO:0008693]; (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity [GO:0008659]; trans-2-decenoyl-acyl-carrier-protein isomerase activity [GO:0034017],cytoplasm [GO:0005737]; (3R)-3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity [GO:0008693]; (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity [GO:0008659]; trans-2-decenoyl-acyl-carrier-protein isomerase activity [GO:0034017]; fatty acid biosynthetic process [GO:0006633],GO:0005737; GO:0006633; GO:0008659; GO:0008693; GO:0034017,cytoplasm [GO:0005737],fatty acid biosynthetic process [GO:0006633],PP_RS21675,fabA,fabA,"Necessary for the introduction of cis unsaturation into fatty acids. Catalyzes the dehydration of (3R)-3-hydroxydecanoyl- ACP to E-(2)-decenoyl-ACP and then its isomerization to Z-(3)- decenoyl-ACP. Can catalyze the dehydratase reaction for beta- hydroxyacyl-ACPs with saturated chain lengths up to 16 0, being most active on intermediate chain length",I,-,"4.2.1.59,5.3.3.14",ko:K01716,"R04428,R04535,R04537,R04544,R04568,R04954,R04965,R07639",fab,True,"['3HAD120', '3HAD40', '3HAD161', '3HAD160', '3HAD121', '3HAD180', '3HAD140', 'T2DECAI', '3HAD141', '3HAD60', '3HAD100', '3HAD181', '3HAD80']",['S_Fatty_Acid__Biosynthesis'],13,1,S_Fatty_Acid__Biosynthesis,True,319.6562,0.0143332972251176,False,0.913786648450329,False
85,PP_4175,Q88FC3,unreviewed,Q88FC3_PSEPK,"3-oxoacyl-[acyl-carrier-protein] synthase 1 (EC 2.3.1.-, EC 2.3.1.41)",fabB PP_4175,3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; ATP binding [GO:0005524]; kinase activity [GO:0016301],3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; fatty acid biosynthetic process [GO:0006633]; phosphorylation [GO:0016310],GO:0004315; GO:0005524; GO:0006633; GO:0016301; GO:0016310,,fatty acid biosynthetic process [GO:0006633]; phosphorylation [GO:0016310],PP_RS21680,fabB,fabB,Belongs to the beta-ketoacyl-ACP synthases family,IQ,"GO:0003674,GO:0003824,GO:0004312,GO:0004315,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:0072330,GO:1901576",2.3.1.41,ko:K00647,"R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119",fab,True,"['3OAS120', 'MACPD', '3OAS160', 'KAS14', 'ACOATA', '3OAS140', '3OAS181', '3OAS60', 'OPMEACPS', '3OAS180', '3OAS161', '3OAS80', '3OAS100', '3OAS121', '3OAS141']","['S_Fatty_Acid__Biosynthesis', 'S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis']",15,2,S_Fatty_Acid__Biosynthesis,True,169.97726666666668,0.0562807824145576,False,0.7633133180790873,False
86,PP_4185,Q88FB3,unreviewed,Q88FB3_PSEPK,Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha),sucD PP_4185,nucleotide binding [GO:0000166]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776],nucleotide binding [GO:0000166]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776]; tricarboxylic acid cycle [GO:0006099],GO:0000166; GO:0004775; GO:0004776; GO:0006099,,tricarboxylic acid cycle [GO:0006099],PP_RS21730,sucD,sucD,"Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit",C,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009361,GO:0009987,GO:0016310,GO:0019538,GO:0032991,GO:0036211,GO:0042709,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045239,GO:0046777,GO:0071704,GO:1901564,GO:1902494",6.2.1.5,ko:K01902,"R00405,R02404",suc,True,['SUCOAS'],['S_TCA_Cycle'],1,1,S_TCA_Cycle,False,114.94933333333334,0.2374505934250629,True,0.4417761990549977,False
87,PP_4186,Q88FB2,reviewed,SUCC_PSEPK,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta),sucC PP_4186 PP4186,ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776],cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776]; tricarboxylic acid cycle [GO:0006099],GO:0000287; GO:0004775; GO:0004776; GO:0005524; GO:0005737; GO:0006099,cytoplasm [GO:0005737],tricarboxylic acid cycle [GO:0006099],PP_RS21735,sucC,sucC ,"Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit",F,"GO:0003674,GO:0003824,GO:0004774,GO:0004775,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016874,GO:0016877,GO:0016878,GO:0016999,GO:0017144,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0045333,GO:0055114,GO:0071704,GO:0072350","6.2.1.5,6.2.1.9","ko:K01903,ko:K14067","R00405,R01256,R02404",suc,True,['SUCOAS'],['S_TCA_Cycle'],1,1,S_TCA_Cycle,False,105.38607333333334,0.0263842242580856,True,0.5651466836921334,False
88,PP_4187,Q88FB1,unreviewed,Q88FB1_PSEPK,Dihydrolipoyl dehydrogenase (EC 1.8.1.4),lpdG PP_4187,dihydrolipoyl dehydrogenase activity [GO:0004148]; flavin adenine dinucleotide binding [GO:0050660],cytoplasm [GO:0005737]; dihydrolipoyl dehydrogenase activity [GO:0004148]; flavin adenine dinucleotide binding [GO:0050660],GO:0004148; GO:0005737; GO:0050660,cytoplasm [GO:0005737],,PP_RS21740,lpdG,lpdG,dehydrogenase,C,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",1.8.1.4,ko:K00382,"R00209,R01221,R01698,R03815,R07618,R08549",lpd,True,"['AKGDH', 'GLYCL', 'PDHcr', 'PDH']","['S_Glycolysis', 'S_Glycine__Serine_and_threonine_metabolism', 'S_TCA_Cycle']",4,3,S_Glycolysis,True,143.80407,0.0169423620727675,True,0.6220653240243947,False
89,PP_4188,Q88FB0,unreviewed,Q88FB0_PSEPK,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2),sucB PP_4188,dihydrolipoyllysine-residue succinyltransferase activity [GO:0004149],oxoglutarate dehydrogenase complex [GO:0045252]; dihydrolipoyllysine-residue succinyltransferase activity [GO:0004149]; L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; tricarboxylic acid cycle [GO:0006099],GO:0004149; GO:0006099; GO:0033512; GO:0045252,oxoglutarate dehydrogenase complex [GO:0045252],L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; tricarboxylic acid cycle [GO:0006099],PP_RS21745,sucB,sucB,The 2-oxoglutarate dehydrogenase complex catalyzes the overall conversion of 2-oxoglutarate to succinyl-CoA and CO(2),C,"GO:0003674,GO:0003824,GO:0004149,GO:0005488,GO:0005504,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0008289,GO:0009060,GO:0009987,GO:0015980,GO:0016417,GO:0016740,GO:0016746,GO:0016747,GO:0016748,GO:0016751,GO:0016999,GO:0017144,GO:0019752,GO:0031405,GO:0031406,GO:0032991,GO:0033293,GO:0036094,GO:0043167,GO:0043168,GO:0043177,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045239,GO:0045240,GO:0045252,GO:0045333,GO:0048037,GO:0050662,GO:0055114,GO:0071704,GO:0072350,GO:0097159,GO:0140096,GO:1901363,GO:1901681,GO:1902494,GO:1990204,GO:1990234",2.3.1.61,ko:K00658,"R02570,R02571,R08549",suc,True,"['AKGDH', 'OXOADLR']","['S_Lysine_Metabolism', 'S_TCA_Cycle']",2,2,S_Lysine_Metabolism,True,209.97075333333336,0.8074481604750178,True,0.1875630175208015,False
90,PP_4189,Q88FA9,unreviewed,Q88FA9_PSEPK,oxoglutarate dehydrogenase (succinyl-transferring) (EC 1.2.4.2),sucA PP_4189,oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]; thiamine pyrophosphate binding [GO:0030976],oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]; thiamine pyrophosphate binding [GO:0030976]; tricarboxylic acid cycle [GO:0006099],GO:0004591; GO:0006099; GO:0030976,,tricarboxylic acid cycle [GO:0006099],PP_RS21750,sucA,sucA,"2-oxoglutarate dehydrogenase, E1 subunit",C,"GO:0003674,GO:0003824,GO:0004591,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016491,GO:0016624,GO:0016903,GO:0016999,GO:0017144,GO:0019752,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045239,GO:0045240,GO:0045252,GO:0045333,GO:0055114,GO:0071704,GO:0072350,GO:1902494,GO:1990204,GO:1990234",1.2.4.2,ko:K00164,"R00621,R01933,R01940,R03316,R08549",suc,True,"['AKGDH', 'GLCOASYNT']","['S_Lysine_Metabolism', 'S_TCA_Cycle']",2,2,S_Lysine_Metabolism,True,291.39538,0.3185831846470623,True,0.1136630030318818,True
91,PP_4191,Q88FA7,unreviewed,Q88FA7_PSEPK,Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1),sdhA PP_4191,flavin adenine dinucleotide binding [GO:0050660]; fumarate reductase (menaquinone) [GO:0102040]; succinate dehydrogenase (ubiquinone) activity [GO:0008177],plasma membrane [GO:0005886]; flavin adenine dinucleotide binding [GO:0050660]; fumarate reductase (menaquinone) [GO:0102040]; succinate dehydrogenase (ubiquinone) activity [GO:0008177]; electron transport chain [GO:0022900]; tricarboxylic acid cycle [GO:0006099],GO:0005886; GO:0006099; GO:0008177; GO:0022900; GO:0050660; GO:0102040,plasma membrane [GO:0005886],electron transport chain [GO:0022900]; tricarboxylic acid cycle [GO:0006099],PP_RS21760,sdhA,sdhA,Belongs to the FAD-dependent oxidoreductase 2 family. FRD SDH subfamily,C,"GO:0000104,GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009055,GO:0009060,GO:0009061,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016627,GO:0016999,GO:0017144,GO:0019752,GO:0022900,GO:0032991,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045273,GO:0045274,GO:0045281,GO:0045282,GO:0045333,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0070469,GO:0070470,GO:0071704,GO:0071944,GO:0072350,GO:0097159,GO:0098796,GO:0098797,GO:0098803,GO:1901265,GO:1901363,GO:1902494,GO:1990204","1.3.5.1,1.3.5.4",ko:K00239,R02164,sdh,True,['SUCDi'],['S_TCA_Cycle'],1,1,S_TCA_Cycle,False,358.43929,0.0398060159506668,True,0.5509930955957355,True
92,PP_4192,Q88FA6,unreviewed,Q88FA6_PSEPK,Succinate dehydrogenase hydrophobic membrane anchor subunit,sdhD PP_4192,heme binding [GO:0020037]; metal ion binding [GO:0046872]; succinate dehydrogenase activity [GO:0000104],plasma membrane [GO:0005886]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; succinate dehydrogenase activity [GO:0000104]; tricarboxylic acid cycle [GO:0006099],GO:0000104; GO:0005886; GO:0006099; GO:0020037; GO:0046872,plasma membrane [GO:0005886],tricarboxylic acid cycle [GO:0006099],PP_RS21765,sdhD,sdhD,Membrane-anchoring subunit of succinate dehydrogenase (SDH),C,"GO:0000104,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009055,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016043,GO:0016491,GO:0016627,GO:0016999,GO:0017004,GO:0017144,GO:0019752,GO:0020037,GO:0022607,GO:0022900,GO:0032991,GO:0034622,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045273,GO:0045274,GO:0045281,GO:0045282,GO:0045333,GO:0046906,GO:0048037,GO:0055114,GO:0065003,GO:0070469,GO:0070470,GO:0071704,GO:0071840,GO:0071944,GO:0072350,GO:0097159,GO:0098796,GO:0098797,GO:0098803,GO:1901363,GO:1902494,GO:1990204",-,ko:K00242,R02164,sdh,True,['SUCDi'],['S_TCA_Cycle'],1,1,S_TCA_Cycle,False,232.69031,0.1199675438536762,True,0.8653931723583105,True
93,PP_4193,Q88FA5,unreviewed,Q88FA5_PSEPK,Succinate dehydrogenase cytochrome b556 subunit,sdhC PP_4193,electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; succinate dehydrogenase activity [GO:0000104],succinate dehydrogenase complex [GO:0045281]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; succinate dehydrogenase activity [GO:0000104]; tricarboxylic acid cycle [GO:0006099],GO:0000104; GO:0006099; GO:0009055; GO:0045281; GO:0046872,succinate dehydrogenase complex [GO:0045281],tricarboxylic acid cycle [GO:0006099],PP_RS21770,sdhC,sdhC,"TIGRFAM Succinate dehydrogenase, cytochrome b556 subunit",C,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,ko:K00241,R02164,sdh,True,['SUCDi'],['S_TCA_Cycle'],1,1,S_TCA_Cycle,False,220.87354,0.0456060147415794,False,0.9973910791229428,False
94,PP_4194,Q88FA4,unreviewed,Q88FA4_PSEPK,Citrate synthase,gltA PP_4194,citrate (Si)-synthase activity [GO:0004108],cytoplasm [GO:0005737]; citrate (Si)-synthase activity [GO:0004108]; tricarboxylic acid cycle [GO:0006099],GO:0004108; GO:0005737; GO:0006099,cytoplasm [GO:0005737],tricarboxylic acid cycle [GO:0006099],PP_RS21775,gltA,gltA,Belongs to the citrate synthase family,H,"GO:0003674,GO:0003824,GO:0004108,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016740,GO:0016746,GO:0016999,GO:0017144,GO:0019752,GO:0036440,GO:0042802,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045333,GO:0046912,GO:0055114,GO:0071704,GO:0072350",2.3.3.1,ko:K01647,R00351,glt,True,['CS'],['S_TCA_Cycle'],1,1,S_TCA_Cycle,True,271.03195666666664,0.0293485241072695,False,0.9610803415237352,False
