Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,BL_241101_PP_0812_15,1332566.073,0.246545445,-0.608103016
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,BL_241101_PP_0812_15,1494012.333,0.225964109,-0.645960537
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,BL_241101_PP_0812_15,102708.6333,0.018121004,-1.741817751
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,BL_241101_PP_0812_15,105338.24,0.019489212,-1.71020571
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,BL_241101_PP_0812_15,52263.33333,0.007904645,-2.102117614
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,BL_241101_PP_0812_15,293063.1333,0.05170547,-1.286463513
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,BL_241101_PP_0812_15,283893.0733,0.052524633,-1.279636972
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,BL_241101_PP_0812_15,271068,0.040998081,-1.387236468
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,BL_241101_PP_0812_15,559992.0333,0.098800046,-1.005242853
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,BL_241101_PP_0812_15,549537.5733,0.101672997,-0.992794377
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,BL_241101_PP_0812_15,1806325,0.273200301,-0.563518827
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,BL_241101_PP_0812_15,144945.4667,0.025572897,-1.592220065
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,BL_241101_PP_0812_15,146220.9667,0.027053153,-1.567782117
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,BL_241101_PP_0812_15,94123.66667,0.014235873,-1.846615883
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,BL_241101_PP_0812_15,244119.1667,0.043070229,-1.365822823
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,BL_241101_PP_0812_15,215198.74,0.039815113,-1.399952044
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,BL_241101_PP_0812_15,180904.3333,0.027361144,-1.56286575
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,BL_241101_PP_0812_15,1206541,0.212871433,-0.671882617
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,BL_241101_PP_0812_15,1162287.667,0.215041292,-0.667478139
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,BL_241101_PP_0812_15,932369.3333,0.141017581,-0.850726739
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,BL_241101_PP_0812_15,537524.3667,0.094836049,-1.023026546
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,BL_241101_PP_0812_15,539939.3667,0.099897179,-1.000446775
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,BL_241101_PP_0812_15,529825.6667,0.080134268,-1.096181727
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,BL_241101_PP_0812_15,3813333.333,0.672790837,-0.172119932
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,BL_241101_PP_0812_15,3633333.333,0.672223166,-0.172486525
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,BL_241101_PP_0812_15,3633610.667,0.549570828,-0.259976328
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,BL_241101_PP_0812_15,1352687,0.238656141,-0.622227385
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,BL_241101_PP_0812_15,1325152.667,0.24517385,-0.610525853
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,BL_241101_PP_0812_15,1381744.667,0.208984019,-0.679886923
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,BL_241101_PP_0812_15,4991698,0.880691086,-0.055176399
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,BL_241101_PP_0812_15,4714381.333,0.872233857,-0.05936706
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,BL_241101_PP_0812_15,5333989.667,0.806747169,-0.09326255
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,BL_241101_PP_0812_15,759750,0.134043577,-0.872753993
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,BL_241101_PP_0812_15,692358.3333,0.128097058,-0.892460844
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,BL_241101_PP_0812_15,1037756,0.156956944,-0.804219467
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,BL_241101_PP_0812_15,80820.1,0.014259184,-1.845905318
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,BL_241101_PP_0812_15,134468.9667,0.02487885,-1.604169701
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,BL_241101_PP_0812_15,27206.63333,0.004114908,-2.385639916
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],BL_241101_PP_0812_15,77702.3,0.013709107,-1.862990827
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],BL_241101_PP_0812_15,68754.74,0.012720696,-1.895489124
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],BL_241101_PP_0812_15,29698.66667,0.004491819,-2.347577768
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,BL_241101_PP_0812_15,31015.16667,0.005472042,-2.261850582
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,BL_241101_PP_0812_15,16452.91333,0.003044045,-2.516548958
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,BL_241101_PP_0812_15,131623.4667,0.023222481,-1.634091377
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,BL_241101_PP_0812_15,211678.6667,0.039163845,-1.407114677
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,BL_241101_PP_0812_15,35132.03333,0.006198386,-2.207721416
Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,BL_241101_PP_0812_15,9485.653333,0.001754993,-2.755724519
Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,BL_241101_PP_0812_15,135475.9333,0.020490258,-1.688452568
Q88C03,Q88C03_PSEPK,Copa-ii,Copper resistance protein A,BL_241101_PP_0812_15,50697.5,0.008944619,-2.048438158
Q88C03,Q88C03_PSEPK,Copa-ii,Copper resistance protein A,BL_241101_PP_0812_15,68854.30667,0.012739117,-1.894860659
Q88C03,Q88C03_PSEPK,Copa-ii,Copper resistance protein A,BL_241101_PP_0812_15,14633.46667,0.00221326,-2.654967497
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,BL_241101_PP_0812_15,64602.23333,0.011397847,-1.94317717
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,BL_241101_PP_0812_15,48842.81333,0.00903668,-2.043991097
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,BL_241101_PP_0812_15,29859.66667,0.005268176,-2.278339746
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,BL_241101_PP_0812_15,8276.28,0.00153124,-2.814956593
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,BL_241101_PP_0812_15,10736.8,0.001894306,-2.722549838
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,BL_241101_PP_0812_15,27774.68,0.005138748,-2.289142704
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,BL_241101_PP_0812_15,1135085.767,0.200264503,-0.698396024
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,BL_241101_PP_0812_15,64023.94,0.011845424,-1.926449371
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,BL_241101_PP_0812_15,48395.26667,0.007319614,-2.135511833
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,BL_241101_PP_0812_15,84124.76667,0.01484223,-1.828500829
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,BL_241101_PP_0812_15,78167.46667,0.014462197,-1.839765731
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,BL_241101_PP_0812_15,23108.3,0.003495049,-2.456546723
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,BL_241101_PP_0812_15,408241.2333,0.072026476,-1.142507834
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,BL_241101_PP_0812_15,277828.2,0.051402537,-1.289015443
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,BL_241101_PP_0812_15,351447.2,0.053155152,-1.274454632
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,BL_241101_PP_0812_15,486385.4667,0.085813554,-1.066444112
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,BL_241101_PP_0812_15,297147.0733,0.054976829,-1.259820311
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,BL_241101_PP_0812_15,485778.3333,0.073472264,-1.133876579
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,BL_241101_PP_0812_15,178355.1667,0.03146741,-1.502139007
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,BL_241101_PP_0812_15,141683.7333,0.026213694,-1.581471776
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,BL_241101_PP_0812_15,99510.06667,0.015050547,-1.822447703
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,BL_241101_PP_0812_15,279277.5667,0.049273266,-1.30738865
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,BL_241101_PP_0812_15,262997.8667,0.048658695,-1.312839542
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,BL_241101_PP_0812_15,340037,0.0514294,-1.288788544
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,BL_241101_PP_0812_15,177675.3333,0.031347466,-1.503797563
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,BL_241101_PP_0812_15,287652.3333,0.053220155,-1.273923867
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,BL_241101_PP_0812_15,226044.6667,0.03418846,-1.466120455
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,BL_241101_PP_0812_15,14186.9,0.002503011,-2.601537194
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,BL_241101_PP_0812_15,40418.50667,0.007478052,-2.126211504
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88C54,Q88C54_PSEPK,Pp_5329,Phosphate-binding protein,BL_241101_PP_0812_15,46324.96667,0.008173168,-2.087609586
Q88C54,Q88C54_PSEPK,Pp_5329,Phosphate-binding protein,BL_241101_PP_0812_15,15860.84667,0.002934503,-2.532465401
Q88C54,Q88C54_PSEPK,Pp_5329,Phosphate-binding protein,BL_241101_PP_0812_15,14575.96667,0.002204564,-2.656677353
Q88C58,Q88C58_PSEPK,Phou,Phosphate-specific transport system accessory protein PhoU,BL_241101_PP_0812_15,21708.76667,0.003830103,-2.416789551
Q88C58,Q88C58_PSEPK,Phou,Phosphate-specific transport system accessory protein PhoU,BL_241101_PP_0812_15,25803.91333,0.004774125,-2.321106194
Q88C58,Q88C58_PSEPK,Phou,Phosphate-specific transport system accessory protein PhoU,BL_241101_PP_0812_15,22109.36667,0.003343964,-2.475738418
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88C64,Q88C64_PSEPK,Pp_5319,Lipoprotein,BL_241101_PP_0812_15,19223.66667,0.003391654,-2.469588474
Q88C64,Q88C64_PSEPK,Pp_5319,Lipoprotein,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88C64,Q88C64_PSEPK,Pp_5319,Lipoprotein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,BL_241101_PP_0812_15,127058.1333,0.022417014,-1.649422231
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,BL_241101_PP_0812_15,114908.2333,0.02125981,-1.672440621
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,BL_241101_PP_0812_15,156967.3333,0.023740757,-1.62450544
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,BL_241101_PP_0812_15,116957.3333,0.020634918,-1.685397244
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,BL_241101_PP_0812_15,126628.3333,0.023428211,-1.630260877
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,BL_241101_PP_0812_15,61553.43333,0.00930974,-2.031062438
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,BL_241101_PP_0812_15,45528.63333,0.00803267,-2.095140088
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,BL_241101_PP_0812_15,42675.90667,0.007895706,-2.102609011
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,BL_241101_PP_0812_15,106395.2,0.018771429,-1.726502666
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,BL_241101_PP_0812_15,108552.6,0.020083919,-1.697151538
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,BL_241101_PP_0812_15,59727.63333,0.009033594,-2.044139413
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,BL_241101_PP_0812_15,684736,0.120808769,-0.91790154
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,BL_241101_PP_0812_15,633811.6667,0.117265014,-0.930831539
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,BL_241101_PP_0812_15,1101897.667,0.166658145,-0.778173456
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",BL_241101_PP_0812_15,75966.3,0.013402823,-1.872803727
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",BL_241101_PP_0812_15,56552.30667,0.010463056,-1.980341444
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",BL_241101_PP_0812_15,26703.3,0.00403878,-2.393749785
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,BL_241101_PP_0812_15,202170.8,0.035669229,-1.447706272
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,BL_241101_PP_0812_15,171823.3067,0.031789984,-1.497709696
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,BL_241101_PP_0812_15,213846.6667,0.032343556,-1.490212235
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,BL_241101_PP_0812_15,167521.3667,0.02955599,-1.529354494
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,BL_241101_PP_0812_15,167590.5067,0.03100685,-1.508542354
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,BL_241101_PP_0812_15,120793.1,0.021311667,-1.671382575
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,BL_241101_PP_0812_15,157535.9467,0.0291466,-1.535412101
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,BL_241101_PP_0812_15,133896.5333,0.02025138,-1.693545387
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,BL_241101_PP_0812_15,152790.5667,0.026957017,-1.56932816
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,BL_241101_PP_0812_15,150008.4667,0.027753899,-1.556675996
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,BL_241101_PP_0812_15,129533.5,0.019591486,-1.70793262
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,BL_241101_PP_0812_15,272941,0.048155298,-1.317355923
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,BL_241101_PP_0812_15,284657.3333,0.052666033,-1.278469392
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,BL_241101_PP_0812_15,241368.3333,0.036506111,-1.437634428
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,BL_241101_PP_0812_15,56031.7,0.009885738,-2.004990903
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,BL_241101_PP_0812_15,39485.57333,0.007305445,-2.13635332
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,BL_241101_PP_0812_15,53096.33333,0.008030634,-2.095250189
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,BL_241101_PP_0812_15,148282.9,0.026161725,-1.582333631
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,BL_241101_PP_0812_15,57410.31333,0.010621801,-1.973801851
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,BL_241101_PP_0812_15,137811.1333,0.024314179,-1.614140397
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,BL_241101_PP_0812_15,223985,0.041440708,-1.382572833
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,BL_241101_PP_0812_15,46742.66667,0.007069664,-2.150601235
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,BL_241101_PP_0812_15,1139603,0.201061483,-0.696671118
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,BL_241101_PP_0812_15,1024506.147,0.189549569,-0.7222772
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,BL_241101_PP_0812_15,1018832.667,0.154094856,-0.812211859
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,BL_241101_PP_0812_15,477054.6667,0.08416731,-1.074856553
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,BL_241101_PP_0812_15,583203.3333,0.107901686,-0.966971771
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,BL_241101_PP_0812_15,588539.3333,0.089014503,-1.050539227
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,BL_241101_PP_0812_15,125698.0333,0.02217705,-1.654096219
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,BL_241101_PP_0812_15,170703.0733,0.031582723,-1.500550428
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,BL_241101_PP_0812_15,61039.9,0.00923207,-2.034700906
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,BL_241101_PP_0812_15,20399.63333,0.003599131,-2.44380234
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,BL_241101_PP_0812_15,23555.17333,0.004358073,-2.360705464
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88CB0,Q88CB0_PSEPK,Lrp,Leucine-responsive regulatory protein,BL_241101_PP_0812_15,60053.7,0.010595344,-1.974884932
Q88CB0,Q88CB0_PSEPK,Lrp,Leucine-responsive regulatory protein,BL_241101_PP_0812_15,69265.4,0.012815176,-1.892275422
Q88CB0,Q88CB0_PSEPK,Lrp,Leucine-responsive regulatory protein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,BL_241101_PP_0812_15,14663.7,0.002587134,-2.587181135
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,BL_241101_PP_0812_15,66476.64667,0.012299213,-1.910122664
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88CB2,DADX_PSEPK,Dadx,"Alanine racemase, catabolic",BL_241101_PP_0812_15,8844.6,0.001560463,-2.806746505
Q88CB2,DADX_PSEPK,Dadx,"Alanine racemase, catabolic",BL_241101_PP_0812_15,6862.18,0.00126961,-2.896329662
Q88CB2,DADX_PSEPK,Dadx,"Alanine racemase, catabolic",BL_241101_PP_0812_15,0,1.00E-05,-5
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,BL_241101_PP_0812_15,440030.4333,0.077635081,-1.109941988
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,BL_241101_PP_0812_15,46939.90667,0.008684613,-2.061249546
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,BL_241101_PP_0812_15,184974,0.027976667,-1.553204032
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,BL_241101_PP_0812_15,122254.2,0.021569451,-1.666160914
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,BL_241101_PP_0812_15,140622.0733,0.02601727,-1.584738271
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,BL_241101_PP_0812_15,28739.93333,0.004346814,-2.361828963
Q88CC3,Q88CC3_PSEPK,Amab,aldehyde dehydrogenase (NAD(+)),BL_241101_PP_0812_15,46210.86667,0.008153037,-2.088680588
Q88CC3,Q88CC3_PSEPK,Amab,aldehyde dehydrogenase (NAD(+)),BL_241101_PP_0812_15,27906.01333,0.005163046,-2.287093971
Q88CC3,Q88CC3_PSEPK,Amab,aldehyde dehydrogenase (NAD(+)),BL_241101_PP_0812_15,0,1.00E-05,-5
Q88CC9,Q88CC9_PSEPK,Pp_5252,Amidohydrolase 3 domain-containing protein,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88CC9,Q88CC9_PSEPK,Pp_5252,Amidohydrolase 3 domain-containing protein,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88CC9,Q88CC9_PSEPK,Pp_5252,Amidohydrolase 3 domain-containing protein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88CE6,Q88CE6_PSEPK,Ubik,Ubiquinone biosynthesis accessory factor UbiK,BL_241101_PP_0812_15,80992.3,0.014289566,-1.84498097
Q88CE6,Q88CE6_PSEPK,Ubik,Ubiquinone biosynthesis accessory factor UbiK,BL_241101_PP_0812_15,37568.97333,0.006950844,-2.157962441
Q88CE6,Q88CE6_PSEPK,Ubik,Ubiquinone biosynthesis accessory factor UbiK,BL_241101_PP_0812_15,146871.7333,0.022213833,-1.6533765
Q88CE7,Q88CE7_PSEPK,Glnk,Activator of NRII(GlnL/NtrB) phosphatase,BL_241101_PP_0812_15,2461529.133,0.434290449,-0.362219721
Q88CE7,Q88CE7_PSEPK,Glnk,Activator of NRII(GlnL/NtrB) phosphatase,BL_241101_PP_0812_15,3042553.627,0.562919734,-0.249553526
Q88CE7,Q88CE7_PSEPK,Glnk,Activator of NRII(GlnL/NtrB) phosphatase,BL_241101_PP_0812_15,5303835,0.802186382,-0.095724715
Q88CE8,Q88CE8_PSEPK,Amtb,Ammonium transporter,BL_241101_PP_0812_15,228741.3333,0.0403571,-1.394080053
Q88CE8,Q88CE8_PSEPK,Amtb,Ammonium transporter,BL_241101_PP_0812_15,240251.6667,0.044450294,-1.352125359
Q88CE8,Q88CE8_PSEPK,Amtb,Ammonium transporter,BL_241101_PP_0812_15,160556.3667,0.024283586,-1.614687188
Q88CE9,Q88CE9_PSEPK,Pp_5232,Transcriptional regulator SutA RNAP-binding domain-containing protein,BL_241101_PP_0812_15,103420.9,0.01824667,-1.738816389
Q88CE9,Q88CE9_PSEPK,Pp_5232,Transcriptional regulator SutA RNAP-binding domain-containing protein,BL_241101_PP_0812_15,15013.18,0.002777672,-2.556319077
Q88CE9,Q88CE9_PSEPK,Pp_5232,Transcriptional regulator SutA RNAP-binding domain-containing protein,BL_241101_PP_0812_15,258679.3333,0.039124339,-1.407552987
Q88CF0,Q88CF0_PSEPK,Had,(S)-2-haloacid dehalogenase,BL_241101_PP_0812_15,76578.06667,0.013510757,-1.869320304
Q88CF0,Q88CF0_PSEPK,Had,(S)-2-haloacid dehalogenase,BL_241101_PP_0812_15,67914.4,0.01256522,-1.9008299
Q88CF0,Q88CF0_PSEPK,Had,(S)-2-haloacid dehalogenase,BL_241101_PP_0812_15,0,1.00E-05,-5
